cn,sv,vi
"日月紅光照
乾坤喜气多","Nhật nguyệt hồng quang chiếu;
Càn khôn hỷ khí đa.","Ngày tháng ánh hồng chiếu;
Trời đất điềm tốt nhiều."
"破除舊腐俗
表現新精神","Phá trừ cựu hủ tục;
Biểu hiện tân tinh thần.","Hủ tục cũ phải bỏ;
Tinh thần mới cần nêu."
"雞鳴萬戶曉
鹤舞一年春","Kê minh vạn hộ hiểu;
Hạc vũ nhất niên xuân.","Gà gáy muôn nhà sáng;
Hạc múa một năm xuân."
"天地英雄气
風雲浩蕩春","Thiên địa anh hùng khí;
Phong vân hạo đăng xuân.","Trời đất anh hùng khí;
Gió mây lồng lộng xuân."
"雞聲崔曉讀
鳥語喚春耕","Kê thanh thôi hiểu độc;
Điểu ngữ hoán xuân canh.","Tiếng gà sớm đọc sách;
Chim hót báo vụ xuân."
"勤勞方致富
和睦可生財","Cần lao phương trí phú;
Hòà mục khả sinh tài.","Chăm làm nên giàu có;
Tử tế được của nhiều."
"一帆雲作伴
千里月相隨","Nhất phàm vân tác bạn;
Thiên lý nguyệt tương tuy.","Mây một thuyền kết bạn;
Trăng nghìn dặm theo cùng."
"四時花似錦
萬眾面皆春","Tứ thời hoa tự cẩm;
Vạn chúng diện giai xuân.","Bốn mùa hoa tựa gấm;
Vạn người mặt đều xuân."
"舊歲清除舊弊
新年樹立新風","Cựu tuế thanh trừ cựu tệ;
Tân niên thụ lập tân phong.","Năm cũ tệ cũ quét hết;
Năm mới nếp mới dựng lên."
"水秀山青春艷
月圓花好谷香","Thủy tú sơn thanh xuân diệm;
Nguyệt viên hoa hảo cốc hương.","Nước biếc non xanh xuân đượm;
Trăng tròn hoa đẹp gạo thơm."
"冬去山青水秀
春來鳥語花香","Đông khứ sơn thanh thủy tú;
Xuân lai điều ngữ hoa hương.","Đông hết non xanh nước biếc;
Xuân về chim hót hoa thơm."
"新成新年新景
春風春雨春花","Tận tuế tân niên tân cảnh;
Xuân phong xuân vũ xuân hoa.","Tuổi mới năm mới cảnh mới;
Mưa xuân gió xuân hoa xuân."
"風展紅旗似畫
春來綠水如煙","Phong triển hồng kỳ tự hoa;
Xuân lai lục thủỷ như yên.","Gió thổi cờ hồng tựa vẽ;
Xuân về nước biếc như tranh."
"萬壑松清山雨過
千山花色艷香生","Vạn hác tùng đào sơn vũ quá;
Thiên sơn hoa sắc diệm hương sinh.","Vạn lũng thông reo, mưa núi đến;
Ngàn non hoa nở, dậy mùi hương."
"百鳥齊鸣迎旭日
千山披翠舞春風","Bách điều tề minh nghênh húc nhật;
Thiên sơn phi thúy vũ xuân phong.","Trăm loại chim ca chào sáng sớm;
Nghìn non mặc biếc đón xuân về."
"十年樹木千秋業
一望江山萬里春","Thập niên thụ mộc, thiên thu nghiệp;
Nhất vọng giang sơn, vạn lý xuân.","Mười năm trồng cây, nghìn năm ổn;
Một nẻo non sông, vạn dặm xuân."
"一片曉煙楊柳綠
無邊春色杏花紅","Nhất phiến hiểu yên, dương liểu lục;
Vô biên xuân sắc, hạnh hoa hồng.","Một làn khói sáng, dương liễu biếc;
Vô biên xuân sắc hoa mận hồng."
"异草奇花點綴春色
幽蘭雅菊美化成鄉","Dị thảo kỳ hoa, điểm xuyết xuân sắc;
U lan nhã cúc, mỹ hóa thành hương.","Có lạ hoa kỳ, tăng thêm xuân đẹp;
Lan thơm cúc nhã, mỹ hóa thành quê."
"紅日照園林芳草年年綠
春風過苗國鮮花朵朵紅","Hồng nhật chiếu viên lâm, phương thảo niên niên lục;
xuân phong quá miêu phố, tiên hoa đóa đóa hồng.","Trời nắng chiếu rừng trồng, cây đẹp năm năm biếc;
Gió xuân qua vườn ươm, hoa tươi đóa đóa hồng."
"竹林葱郁千峰翠
樹海蒼茫萬頃清","Trúc lâm thông uất thiên phong thúy;
Thụ hải thương mang vạn khoảnh đào.","Rừng trúc rậm tươi, nghìn đồi biếc;
Núi thẳm xanh rờn, vạn đám rung."
"青山不老景更秀
碧水長流春欲嬌","Thanh sơn bất lão, cảnh cánh tú;
Bích thủy trường lưu, xuân dục kiều.","Núi xanh không già, cảnh càng đẹp;
Sông biếc chảy dài, xuân thêm xinh."
"春風吹綠千山樹
旭日惊喧百鳥聲","Xuân phong suy lục thiên sơn thụ;
Húc nhật kinh huyên bách điểu thanh.","Gió xuân thối biếc cây nghìn núi;
Trời sớm gọi về trăm tiếng chim."
"春到自然皆有色
時宋無地不開花","Xuân đáo tự nhiên giai hữu sắc;
Thời lai vô địa bất khai hoa.","Xuân đến khắp nơi đều thêm sắc;
Mùa về mọi chốn lại nở hoa."
"林翠天青山河入畫
花香鳥語環境宜人","Lâm thúy thiên thanh, sơn hà nhập họa;
Hoa hương điểu ngữ, hoàn cảnh nghi nhân.","Rừng biếc trời xanh, non sông như vẽ;
Hoa thơm chim hót, người hợp môi trường."
"銀漢橋成牛女渡
春臺簫引鳳風飛","Ngân Hán kiều thành Ngưu Nữ độ;
Xuân đài tiêu dẫn phượng hoàng phi.","Cầu Ngân Hán giúp Ngưu Nữ gặp;
Sáo đài xuân dẫn phượng hoàng bay."
"草綠山青陽春有腳
羊肥牛壯幸福無邊","Thảo lục sơn thanh, dương xuân hữu cước;
Dương phì ngưu tráng, hạnh phúc vô biên.","Cỏ biếc non xanh, xuân nồng đã đến;
Dê nhiều bò khỏe, hạnh phúc vô cùng."
"崢嗓歲月心潮更比春潮美
錦壩城鄉富日永隨麗日長","Tranh vanh tuế nguyệt, tâm triều cánh tỷ xuân triều mỹ;
Cẩm tú thành hương, phú nhật vĩnh tùy lệ nhật trường.","Tháng năm vời vợi, tâm triều so với xuân triều đẹp;
Phố làng gấm vóc, phú nhật cùng sánh lệ nhật dài."
"萬木欣春隨水綠
百花爭艷向陽紅","Vạn mộc hân xuân tùy thủy lục;
Bách hoa tranh diệm hướng dương hồng.","Vạn cây mừng xuân theo nước biếc;
Trăm hoa dua sắc hướng trời hồng."
"山峰蒼翠吐春意
水下碧波浴朝暉","Sơn phong thương thúy thổ xuân ý;
Thủy hạ bích ba dục triều huy.","Đỉnh núi xanh ngời đầy xuân ý;
Lòng sông sóng biếc tắm ánh mai."
"明珠吐艷春光滿室
白壁生輝喜氣盈門","Minh châu thổ diệm, xuân quang mãn thất;
Bạch bích sinh huy, hỷ khí doanh môn.","Ngọc trong nhả sắc, ánh xuân đến khắp;
Tường trắng phát quang, vui vẻ đầy nhà."
"人歡馬叫升平世
燕語鶯歌錦繡春","Nhân hoan mà khiếu, thăng bình thế;
Yến ngữ oanh ca, cẩm tú xuân.","Người vui ngựa hý, cảnh thái bình;
Yến hót oanh ca, xuân gấm vóc."
"花草從中風光美
牧牛曲里春意濃","Hoa tháo tùng trung, phong quang mỹ;
Mục ngưu khúc lý, xuân ý nùng.","Nhìn đám cỏ hoa, hay trời đẹp;
Nghe khúc chăn trâu, cảm xuân nồng."
"春天草地滿眼綠
喜看故鄉合家歡","Xuân thiên thảo địa mãn nhãn lục;
Hỷ khán cố hương hợp gia hoan.","Mùa xuân cây cỏ xanh ngút mắt;
Vui ngắm quê hương họp từng nhà."
"山青水綠景色好
草茂花香牛羊肥","Sơn thanh thủy lục, cảnh sắc hảo;
Thảo mậu hoa hương, ngưu dương phi.","Non xanh nước biếc, cảnh sắc đẹp;
Cỏ tốt hoa thơm, bò dê nhiều."
"流輝增瑞彩紅橙黄綠映春色
奇葩貫星球青藍紫白放光華","Lưu huy tăng thụy thái, hồng chanh hoàng lục, ánh xuân sắc;
Kỳ ba quán tinh cầu, thanh lam tử bạch, phóng quang hoa.","Mầu mè thêm sắc đẹp, hồng chanh vàng lục, sắc xuân rọi;
Hoa lạ trùm tinh cầu, xanh lam tím trắng, tỏa quang hoa."
"兩廂錦繡藏百貨
一店春風暖萬家","Lưỡng sương cấm tú tàng bách hóa;
Nhất điếm xuân phong noãn vạn gia.","Hai hiên gấm vóc gồm bách hóa;
Một quán gió xuân ấm muôn nhà."
"•、雞唱鴨鸣爭春
早水笑山歡報喜多","Kê xướng áp minh tranh xuân tảo;
Thủy tiếu sơn hoan báo hý đa","Gà gáy vịt kêu xuân đến sớm;
Sông cười núi gọi báo nhiều vui."
"鴨游春池層層波紋皆錦繡
人樂新年行行專業有文章","Áp du xuân trì, tầng tầng ba văn giai cẩm tú;
Nhân lạc tân niên, hàng hàng chuyên nghiệp hữu văn chương.","Vịt bơi ao xuân, lớp lớp sóng vờn như gấm vóc;
Người vui năm mới, nghề nghề chuyên nghiệp có đường đi."
"花問酒气春風遠
村里棋聲夜雨寒","Hoa gian tửu khí xuân phong viễn;
Thôn lý kỳ thanh dạ vũ hàn.","Trong hoa hơi rượu theo xuân đến;
Đầu xóm hội cờ tiếng mưa đêm."
"花承朝霞千芭發
鶯惑春風百囀鳴","Hoa thừa triêu hà thiên bao phát;
Oanh hoặc xuân phong bách chuyển minh.","Hoa đón ráng chiều nghìn nụ nở;
Oanh diễu gió xuân trăm giọng ca."
"春風送暖千絲綠
文壇生彩百花香","Xuân phong tống noãn thiên ty lục;
Văn đàn sinh thái bách hoa hương.","Gió xuân đưa ấm nghìn dây biếc;
Đàn văn nhiều sắc trăm hoa thơm."
"耀眼宏圖詩中畫
宜心春色畫里詩","Diệu nhãn hồng đồ thi trung họa;
Nghi tâm xuân sắc họa lý thi.","Choáng mắt cơ đồ, thơ trong họa;
Vừa lòng xuân sắc, họa trong thơ."
"豐收詩豐收畫詩畫豐收
致富歌致富舞歌舞致富","Phong thu thi, phong thu họa; thi họa phong thu;
Trí phú ca, trí phú vũ; ca vũ trí phú.","Được mùa thơ, được mùa họa; thơ họa được mùa;
Giàu về ca, giàu về vũ; ca vũ đều giàu."
"屏花著雨春還麗
水檻臨風晚更佳","Bình hoa trước vũ, xuân hoàn lệ;
Thủy hạm lâm phong, văn cánh giai.","Hoa che mưa ướt, xuân còn đẹp;
Hiên nước gió vào, muộn càng hay."
"太皓收深霜染白
漁家春曉糖搖歌","Thái hạo thu thâm sương nhiễm bạch;
Ngư gia xuân hiểu lỗ dao ca.","Sáng trưng thu muộn sương nhuốm trắng;
Nhà chài xuân sớm hát mái chèo."
"春樹有情迎過客
名山無恙慰詩人","Xuân thụ hiêu tình nghênh quá khách;
Danh sơn vô dạng ủy thi nhân.","Cây xuân có tình đón khách đên;
Núi lớn không lo nhắc nhà thơ."
"滿院業花紅聯竹里
一池春水綠遍天涯","Mãn viện đường hoa, hồng liên trúc lý;
Nhất trì xuân thủy, lục biến thiên nhai.","Đầy sân hải đường, hồng lan xóm trúc;
Một ao nước xuân, xanh tận chân trời."
"游子春來思竹里
故鄉人到問桃鄰","Du từ xuân lai tư trúc lý;
Cố hương nhân đáo vấn đào lân.","Xa nhà xuân đến nhớ làng trúc;
Quê cũ người qua hỏi xóm đào."
"堤畔鶯花橋畔月
竹邊歌吹柳邊舟","Đê bạn oanh hoa, kiểu bạn nguyệt;
Trúc bên ca xúy, liêu biên châu.","Xuân đến bên đê, cầu trăng sáng;
Hát ca bên trúc, liễu thuyền vào."
"四面有山皆入畫
一年無日不看花","Tứ diện hữu sơn giai nhập họa;
Nhất niên vô nhật bất khán hoa.","Bốn phía núi non đều như vẽ;
Suốt năm ngày tháng vẫn có hoa."
"才見早春鶯出谷
更逢晴日柳含煙","Tài kiến tảo xuân, oanh xuất cốc;
Cánh phùng tình nhật, liễu hàm yên.","Vừa vào xuân sớm, oanh rời núi;
Lại gặp ngày thanh, liễu quẩn mây."
"一片彩霞迎旭日
萬條金線帶春煙","Nhất phiến thái hà nghênh húc nhật;
Vạn điều kim tuyến đái xuân yên.","Một mảng ráng màu chào ngày mới;
Muôn giây kim tuyến buộc mây xuân."
"詩怀澹處臨春水
文味閑時數落花","Thi hoài đạm xứ, lâm xuân thủy;
Văn vị nhàn thời, sổ lạc hoa.","Thơ khi lòng tĩnh, sông xuân ghé;
Văn lúc thanh nhàn, đếm hoa rơi."
"萬壑煙嵐春雨後
千峰蒼翠夕陽中","Vạn hác yên lam, xuân vũ hậu;
Thiên phong thương thúy, tịch dương trung.","Sau mưa xuân, khói lam muôn lũng;
Trong ánh chiều, xanh biếc ngàn non."
"綠水自然成澗壑
春風無日不山家","Lục thủy tự nhiên thành giản hác;
Xuân phong vô nhật bất sơn gia.","Nước biếc tự nhiên nên khe lũng;
Gió xuân ngày đến mỗi nhà sàn."
"花搗紅雲春句麗
石潭收水道心空","Hoa ổ hồng vân xuân cú lệ;
Thạch đàm thu thủy đạo tâm không:","Mây hồng hoa tụ câu xuân đẹp;
Nước thu đầm đá lòng đạo không."
"春雨聲中鶯囀滑
晚霞明處鶴飛來","Xuân vũ thanh trung oanh chuyển hoạt;
Văn hà minh xứ hạc phi lai.","Trong tiếng mưa xuân oanh cao hót;
Vài tia ráng muộn hạc bay về."
"風聲滿徑竹鏗爾
春气入林花翳如","Phong thanh mãn kính trúc kiên nhĩ;
Xuân khi nhập lâm hoa ế như.","Đầy lối gió lùa trúc ken đặc;
Chật rừng xuân đên mờ mịt hoa."
"看遍好花春睡足
醉殘紅日夜吟多","Khan biến hảo hoa xuân thụy túc;
Túy tàn hồng nhật dạ ngâm đa.","Xem khắp hoa tươi xuân chán ngủ;
Rượu tàn trời sáng tối ngâm thơ."
"皓月盈杯心不夜
春雲潤物雨含情","Hạo nguyệt doanh bôi, tâm bất dạ;
Xuân vân nhuận vật, vũ hàm tình.","Trăng sáng ly đầu, đêm chẳng hết;
Mây xuân cảnh đẹp, tình trong mưa."
"春風統榻傳詩韻
雅蝶臨窗掬墨香","Xuân phong nhiều tháp truyền thi vận;
Nhà điệp lâm song cúc mặc hương.","Gió xuân thổi sập truyền thi hứng;
Bướm đẹp vào song múc mực thơm."
"筆下詩聯能蓋世
胸中志氣敢容天","Bút hạ thi liên năng cái thế;
Hung trung chí khí cảm dung thiên.","Dưới bút thơ văn đều cái thế;
Trong lòng chí khí dám bao trời."
"麗日和風春淡蕩
花香鳥語物昭蘇","Lệ nhật hòa phong, xuân đạm dăng;
Hoa hương điếu ngữ, vật chiêu tô.","Trời đẹp gió hòa, xuân đâu đó;
Hoa thơm chim hót, cảnh thêm tươi."
"官場如戲我如痴入座且聽三疊曲
明月在天燈在市開樽共醉萬家春","Quan trường như hí ngã như si, nhập tọa thả thinh tam điệp khúc;
Minh nguyệt tại thiên đăng tại thị, khai tôn cộng túy vạn gia xuân.","Làm quan như kịch lại như mê, hãy đến rạp đây nghe hát đã;
Trăng tỏ trên không chợ thêm đèn, nâng chén rượu say vạn nhà xuân."
"酒常知節狂言少
心不能清亂夢多","Tửu thường tri tiết cuồng ngôn thiểu;
Tâm bất năng thanh loạn mộng đa.","Rượu thường bớt chén lời ít quá;
Tâm chẳng lắng trong ác mộng nhiều."
"莫放春秋佳日過
最難風雨故人來","Mạc phóng xuân thú giai nhật quá;
Tối nan phong vũ cố nhân lai.","Chở để xuân thu ngày đẹp vuột;
Khó khi mưa gió bạn thân thăm."
"淡如秋水閒中味
和似春風靜後功","Đạm như thu thủy nhàn trung vị;
Hòa tự xuân phong tĩnh hậu công.","Ý vị trong nhàn đạm như thu thủy;
Công lao sau tĩnh hòa tựa xuân phong."
"歌館樓臺聲細細
清明時節雨紛紛","Ca quán lâu đài, thanh tế tế;
Thanh minh thời tiết, vũ phân phân.","Nhà hát lầu cao nghe nhạc nhẹ;
Thanh minh thời tiết ngó mưa phùn."
"一曲陽春喚醒古今夢
兩班面目演盡忠奸情","Nhất khúc dương xuân, hoán tỉnh cổ kim mộng;
Lường ban diện mục, diễn tận trung gian tình.","Một khúc đương xuân, gọi dậy hồn kim cố;
Hai phe mặt mũi, lột hết dạ gian trung."
"芳草有情好鳥飛來花笑
瑤臺無鎖美人歸去雲封","Phương thảo hữu tình, hảo điểu phi lai hoa tiếu;
Dao đài vô tỏa, mỹ nhân quy khứ vân phong.","Cỏ thơm có tình, chim đẹp bay về hoa nở;
Đài Dao không khóa, mỹ nhân đi khỏi mây che."
"鑑權貴收場軍人休得志
看賢良結局志士莫灰心","Giám quyền quý thu trường, quân nhân hưu đắc chí;
Khán hiền lương kết cục, chí sĩ mạc hôi tâm.","Soi số phận quyền sang, binh nhì đừng đắc chí;
Ngó kết cục hiền lương, sĩ phu chớ nguội lòng."
"眉頭春色十分濃古樂新編橫壯曲
門外長江千里逝民歌誰唱盡真情","Mi đầu xuân sắc thập phân nùng, cổ nhạc tân biên hoành tráng khúc;
Môn ngoại trường giang thiên lý thệ, dân ca thùy xướng tận chân tình.","Đầu mày xuân sắc thập phân nồng, nhạc cổ cải biên hoành tráng khúc;
Ngoài cửa sông dài xuôi ngàn dặm, dân ca ai hát dậy tâm tinh."
