cn,vi
名曰大越史記全書增入鴻庞蜀王外紀總若干卷今已成編,"Danh viết: Đại Việt Sử Kí Toàn Thư, tăng nhập Hồng Bàng Thục Vương Ngoại kỉ, tổng nhược can quyển, kim dĩ thành biên."
效馬史之編年第慚補綴法麟經之比,"Hiệu Mã Sử chi biên niên, đệ tàm bổ xuyết; pháp Lân Kinh chi tỉ ..."
事敢望謹嚴,"sự, cảm vọng cẩn nghiêm."
但於彜倫日用之常與其致知格物之學嘗於燕暇少僃覽觀,"Đãn ư di luân nhật dụng chi thường, dữ kì trí tri cách vật chi học, thường ư yến hạ, thiểu bị lãm quan."
傳信傳疑期汗青之無愧繁辝繁事庶文献之足徵,"Truyền tín truyền nghi, kì hãn thanh chi vô hồn; phồn từ phồn sự, thứ văn hiến chi túc trưng."
臣吳士連下情無任瞻天仰聖激切屏營之至謹装潢成帙封全隨表上進以聞,"Thần Ngô Sĩ Liên hạ tình vô nhiệm, chiêm Thiên ngưỡng Thánh, kích thiết bình doanh chi chí, cẩn trang hoàng thành trật phong toàn, tuỳ biểu thượng tiến dĩ văn."
洪德十年歳在己亥冬至節,"Hồng Đức thập niên, tuế tại Kỉ Hợi, Đông chí tiết."
篡修大越史記全書凣例,Soán tu Đại Việt sử kí toàn thư phàm lệ.
一是書之作本黎文休潘孚先大越史記二書參以北史野史傳至諸本及所傳授見聞考技編輯爲之,"Nhất thị thư chi tác, bản Lê Văn Hưu, Phan Phu Tiên Đại Việt sử ký nhị thư, tham dĩ Bắc sử, dã sử truyện chí chư bản, cập sở truyền thụ kiến văn, khảo kĩ biên tập vi chi."
其記始於吳王者王我越人當南北分争之時䏻󰈫亂興󰘊以繼䧺王趙武之統故也今依武瓊所󰖠著本紀全書水自丁先皇以明其大一統也,"Kì kí thuỷ ư Ngô Vương giả, vương ngã Việt nhân đương Nam Bắc phân tranh chi thời, năng phát loạn hưng bang, dĩ kế Hùng Vương, Triệu Vũ chi thống cố dã [kim y Vũ Quỳnh sở thuật trước bản kỉ toàn thư, tự Đinh Tiên Hoàng dĩ minh kì đại nhất thống dã]."
一歷代帝王在位久近前帝前王於某年創業以是年爲在位之首年至某年崩薨禪讓或弑後帝後王即位改元則是年猶爲前帝前王在位,"Nhất lịch đại đế vương tại vị cửu cận, tiền đế tiền vương ư mỗ niên sáng nghiệp dĩ thị niên vi tại vị chi thủ niên, chí mỗ niên băng hoăng, thiền nhượng, hoặc thí, hậu đế hậu vương tức vị cải nguyên, tắc thị niên do vi tiền đế tiền vương tại vị"
之末年,chi mạt niên.
其或崩薨禪讓在某年之春夏則是年爲後帝後王在位之首年而春夏之月爲前帝前王之奇零月如崩薨禪讓在嵗終逆數在位之年猶有不盡之月亦爲奇零月,"Kì hoặc băng hoăng thiền nhượng tại mỗ niên chi xuân hạ, tắc thị niên vi hậu đế hậu vương tại vị chi thủ niên, nhi xuân hạ chi nguyệt vi tiền đế tiền vương chi kì linh nguyệt, như băng hoăng thiền nhượng tại tuế chung, nghịch số tại vị chi niên do bất tận chi nguyệt, diệc vi kì linh nguyệt."
至若楊日禮僣位雖已逾年然陳家曆數猶相接故以前年属裕宗後年属藝宗而通計焉附録日禮,"Chí nhược Dương Nhật Lễ tiếm vị, dĩ du niên, nhiên Trần gia lịch số do tương tiếp, cố dĩ tiền niên thuộc Dụ Tông, hậu niên thuộc Nghệ Tông nhi thông kế yên [phụ lục Nhật Lễ]."
一涇陽王爲大越始封之王與帝宜同時故紀元與帝宜初年同,"Nhất Kinh Dương Vương vi Đại Việt thuỷ phong chi vương, dữ Đế Nghi đồng thời, cố kỷ nguyên dữ Đế Nghi sơ niên đồng."
一外紀所載本之野史其甚恠𧩙者?之不録,"Nhất ngoại kỉ sở tải bản chi dã sử, kì thậm quái đản giả [?] chi bất lục."
䧺,Hùng
䧺王以上無年表者世主傳序不可得而知也或云十八世恐未必然,"Hùng Vương dĩ thượng, vô niên biểu giả, thế chủ truyền tự bất khả đắc nhi tri dã, hoặc vân thập bát thế khủng vị tất nhiên."
一趙紀當北朝漢高惠文景之世以建亥爲嵗首者庶考之朱子綱目不爲謬矣,"Nhất Triệu kỷ đương Bắc triều Hán Cao, Huệ, Văn, Cảnh chi thế, dĩ kiến hợi vi tuế thủ giả, thứ khảo chi Chu Tử cương mục bất vi mậu hĩ."
一每年甲子之下分註止書曆代繼正統者其餘列國不書無接我也,"Nhất mỗi niên giáp tý chi hạ, phân chú chỉ thư lịch đại kế chính thống giả, kì dư liệt quốc bất thư vố tiếp ngã dã."
如吳魏南漢事有接我則書某主,"Như Ngô, Nguỵ, Nam Hán sự hữu tiếp ngã tắc thư mỗ chủ."
一凣紀本事而涉前後事本事大書前後事分註庶得耳見無遺,"Nhất phàm kỷ bản sự nhị thiệp tiền hậu sự, bản sự đại thư; tiền hậu sự phân chú thứ, đắc nhĩ kiến, vô di."
一北朝歷代主皆書帝與我各帝一方也,"Nhất Bắc triều lịch đại chủ giai thư đế, dữ ngã các đế nhất phương dã."
一凣我越人憤北人侵暴因人心甚惡攻弑郡守以自立皆書起兵稱國,"Nhất phàm ngã Việt nhân phẫn Bắc nhân xâm bạo, nhân nhân tâm thậm ố, công thí quận thú dĩ tự lập, giai thư khởi binh, xưng quốc."
不幸而敗亡者亦書起兵以予之,"Bất hạnh nhi bại vong giả, diệc thư khởi binh dĩ dư chi."
一士王之時雖有守任然王以諸侯當國國人皆呼爲王守任徒爲虚設而王之貴重威服百蠻不下趙武後代追封王爵故表而出之𭁈諸王同,"Nhất Sĩ Vương chi thời, tuy hữu thú nhiệm, nhiên vương dĩ chư hầu đương quốc, quốc nhân giai hô vi vương, thú nhiệm đồ vi hư thiết, nhi vương chi quý trọng uy phục bách Man bất hạ triệu vũ, hậu đại truy phong vương tước, cố biểu nhi xuất chi dữ chư vương đồng."
一前後李南帝乃當時稱號非真即皇帝位故生,"Nhất tiền hậu Lý Nam Đế nhưng đương thời xưng hiệu, phi chân tức hoàng đế vị, cố sinh"
則書帝沒則書薨從諸侯例,"tắc thư đế, một tắc thư hoăng tòng chư hầu lệ."
一趙越王時李天寳雖稱王立國然其迹微國統已属趙王故附錄于趙紀,"Nhất Triệu Việt Vương thời, Lý Thiên Bảo tuy xưng vương lập quốc, nhiên kì tích vi quốc, quốc thống dĩ thuộc Triệu Vương, cố phụ lục vu Triệu kỷ."
一布蓋王豪富勇力亦一時之䧺,"Nhất Bố Cái Vương hào phú dũng lực, diệc nhất thời chi hùng"
然乘亂用杜英翰計圍都護府守任官病子乃入居府治未正位號尋沒其子始尊以王爵故微之也,"Nhiên thừa loạn, dụng Đỗ Anh Hàn kế vi Đô hộ phủ, thú nhiệm quan bệnh tử, nãi nhập cư phủ trị, vị chính vị hiệu, tầm một, kì tử thuỷ tôn dĩ vương tước, cố vi chi dã."
一北人守任有政蹟者必書好善惡惡人心所同天下之公也,"Nhất Bắc nhân thú nhiệm hữu chính tích giả tất thư hiếu thiện, ố ác, nhân tâm sở đồng, thiên hạ chi công dã."
一十二使君乘時無主各㨿地自守莫䏻相統然,"Nhất thập nhị sứ quân, thừa thời vô chủ, các cứ địa tự thủ, mạc năng tương thống, nhiên"
吳昌熾以正統書吳是之後也,"Ngô Xương Xí dĩ chính thống, thư Ngô thị chi hậu dã."
一楊三哥前後胡皆以王莽篡例書名者沮僣?也,"Nhất Dương Tam Kha tiền hậu Hồ giai dĩ Vương Mãng soán lệ, thư danh giả, trở tiếm [?] dã."
一黎大行雖承正統然衛王璿猶在紀元分註?宋太祖之於周鄭王也,"Nhất Lê Đại Hành tuy thừa chính thống, nhiên Vệ Vương Toản do tại, kỷ nguyên phân chú [?] , Tống Thái Tổ chi ư Chu Trịnh Vương dã."
一黎中宗即位三日而遇害雖未逾年然諸王争立凣八月實中宗嗣位之年,"Nhất Lê Trung Tông tức vị tam nhật nhi ngộ hại, tuy vị du niên, nhiên chư vương tranh lập phàm bát nguyệt, thực Trung Tông tự vị chi."
故書之爲君以正臥朝篡弑之罪而以嗣位一年數焉,"Cố thư chi vi quân, dĩ chính Ngoạ Triều soán thí chi tội, nhi dĩ tự vị nhất niên số yên."
一衛王靈德前已即帝位後降王爵從史法書曰,"Nhất Vệ Vương Linh Đức, tiền dĩ tức đế vị, hậu giáng vương tước, tòng sử pháp thư viết"
廢帝,Phế Đế.
一簡定即位建元在丁亥年十月而稱一年者尊正統黜僣僞與紹慶元年同,"Nhất Giản Định tức vị, kiến nguyên tại Đinh Hợi niên, thập nguyệt, nhi xưng nhất niên giả, tôn chính thống, truất tiếm nguỵ, dữ Thiệu Khang nguyên niên đồng."
一陳末二胡之後明人併㨿凣二十年止以四年属明者盖癸巳以前簡定重光猶係陳緒戊戌以後我朝太祖高皇帝已起義兵故不以属明書正國統也,"Nhất Trần mạt, nhị triều chi hậu, Minh nhân tính cứ phàm nhị thập niên, chỉ dĩ tứ niên thuộc Minh giả, cái Quý Tỵ dĩ tiền, Giản Định, Trùng Quang do hệ Trần tự, Mậu Tuất dĩ hậu Ngã triều Thái Tổ Cao Hoàng Đế dĩ khởi nghĩa binh, cố bất dĩ thuộc Minh, thư chính quốc thống dã."
一人名地名有考㨿分註其下無則闕之,"Nhất nhân danh địa danh, hữu khảo cứ phân chú kì hạ, vô tắc khuyết chi."
一凣書日舊史甲子有闕依日庶書之,"Nhất phàm thư nhật, cựu sử giáp tý, hữu khuyết y nhật thứ thư chi."
一凣正誤必分註所由庶無惑於舊史間猶謬誤知者幸正之,"Nhất phàm chính ngộ tất phân chú sở do, thứ vô hoặc ư cựu sử, gián do mậu ngộ tri giả, hạnh chính chi."
續編凣例,Tục biên phàm lệ
一外紀全書自鴻庞氏至吳使君舊史編爲一集并本己全書自李太祖至昭皇編爲一集自陳太宗至明宗編爲一集陳憲宗至重光帝編爲一集及本己實錄國朝聖宗淳皇帝?載爲一集,"Nhất Ngoại kỷ toàn thư tự Hồng Bàng thị chí Ngô Sứ quân, cựu sử biên vi nhất tập, tịnh bản kỷ toàn thư tự Lý Thái Tổ chí Chiêu Hoàng biên vi nhất tập, tự Trần Thái Tông chí Minh Tông biên vi nhất tập, Trần Hiến Tông chí Trùng Quang Đế biên vi nhất tập, cập bản kỷ thực lục quốc triều Thánh Tông Thuần Hoàng Đế [?] tải vi nhất tập."
兹以其刪繁每,Tư dĩ kì san phồn mỗi
一集分爲上下二集以便觀覽,nhất tập phân vi thượng hạ nhị tập dĩ tiện quan lãm.
一恭皇爲權神莫登庸篡弑自丁亥至壬辰九六年無有位號則以次年紀之,"Nhất Cung Hoàng vi quyền thần Mạc Đăng Dung soán thí, tự Đinh Hợi chí Nhâm Thìn cửu lục niên vô hữu vị hiệu, tắc dĩ thứ niên kỷ chi."
其莫僣則两行分註於次年之下以尊正統沮僣竊也,"Kì Mạc tiếm tắc lưỡng hàng phân chú ư thứ niên chi hạ, dĩ tôn chính thống trở tiếm thiết dã."
一莊宗自癸巳年起義即位于行在萬賴󰀋雖未混一中元亦以正統書之明其爲帝胄承大統也,"Nhất Trang Tông tự Quý Tỵ niên khởi nghĩa, tức vị vu hành tại Vạn Lại sách, tuy vị hỗn nhất trung nguyên diệc dĩ chính thống thư chi minh kì vi đế trụ thừa đại thống dã."
一中宗英宗起義即位並以繼統書之明國緒相傳也,"Nhất Trung Tông, Anh Tông khởi nghĩa, tức vị tịnh dĩ kế thống thư chi, minh quốc tự tương truyền dã."
一神宗在位二十五年書爲神宗上其遜位六年書在真宗紀又復帝位十三年書爲神宗下,"Nhất Thần Tông tại vị nhị thập ngũ niên, thư vi Thần Tông thượng, kì tốn vị lục niên thư tại Chân Tông kỷ, hựu phục đế vị thập tam niên, thư vi Thần Tông hạ."
凣例畢,Phàm lệ tất.
外紀,Ngoại kỷ
〇卷之一,Quyển chi nhất
鴻庞氏紀起壬戌至癸卯年凣二千六百二十二年,"Hồng bàng thị kỷ [Khởi Nhâm Tuất chí Quý Mão niên, phàm nhị thiên lục bách nhị thập nhị niên]."
涇陽王,Kinh Dương Vương
貉龍君,Lạc Long Quân
䧺王凣十八世皆号䧺王,"Hùng Vương [Phàm thập bát thế, giai hiệu Hùng Vương]."
後王,H
安陽王,An Dương Vương
〇卷之二,Quyển chi nhị
趙氏紀起甲午至庚午凣九十七年,Triệu thị kỷ [Khởi Giáp Ngọ chí Canh Ngọ phàm cửu thập thất niên].
武帝在位七十一年,Vũ Đế [Tại vị thất thập nhất niên].
文王在位十二年,Văn Vương [Tại vị thập nhị niên].
明王在位十二年,Minh Vương [ Tại vị thập nhị niên]
属西漢紀起辛未至己亥凣一百四十九年,"Thuộc Tây Hán kỷ [ khởi Tân Mùi chí Kỷ Hợi, phàm nhất bách tứ thập cửu niên ]."
徵女王紀起庚子至壬寅凣三年,"Trưng Nữ Vương [khởi Canh Tý chí Nhâm Dần, phàm tam niên]."
徵王在位三年,Trưng Vương [tại vị tam niên].
属東漢紀起癸卯至丙寅凣一百四十,Thuộc Đông Hán kỷ [ khởi Quý Mão
前李南帝在位七年紀元者一,Tiền Lý Nam Đế [ tại vị thất niên kỷ nguyên giả nhất].
天德凣七,Thiên Đức [phàm thất].
趙越王紀起戊辰至庚寅凣二十三年,"Triệu Việt Vương kỷ [khởi Mậu Thìn chí Canh Dần, phàm thập nhị tam niên]."
附桃郎王,Phụ Đào Lang Vương.
趙越王在位二十三年,Triệu Việt Vương [tại vị nh
曲節度父子共十四年,Khúc Tiết Độ [phụ tử cộng thập tứ niên].
楊正公在位八年,Dương Chính Công [tại vị bát niên].
吳氏紀起己亥至丁卯凣二十九年,"Ngô Thị kỷ [khởi Kỷ Hợi chí Đinh Mão, phàm nhị thập cửu niên]."
前吳王在位六年,Tiền Ngô Vương [tại vị lục niên].
楊三哥簒位六年,Dương Tam Kha [soán vị l
先皇在位十二年紀元者一,"Tiên Hoàng [tại vị nhị niên, kỷ nguyên giả nhất]."
太平凣十二,Thái Bình [phàm thập nhị].
廢帝在位一年仍太平年號,Phế Đế [tại vị nhất niên nhưng Thái Bình niên hiệu].
黎紀起辛巳至己酉凣二十九年,"Lê kỷ [khởi Tân Tỵ chí Kỷ Dậu, phàm nhị thập cửu niên]."
大行皇帝在位二十四年紀,Đại Hành Hoàng
景瑞凣四,Cảnh Thuỵ [phàm tứ].
〇卷之二,Quyển chi nhị
李紀起庚戌至乙酉年凣二百十六年,"Lý kỷ [ khởi Canh Tuất chí Ất Dậu niên, phàm nhị bách thập lục niên]."
太祖皇帝在位十八年紀元者一,"Thái Tổ Hoàng Đế [ tại vị thập bát niên, kỷ nguyên giả nhất]."
順天凣十八,Thuận Thiên [ phàm thập bát].
太宗皇帝在位二十七年,Thái
〇卷之三,Quyển chi tam.
聖宗皇帝在位十七年紀元者五,Thánh Tông Hoàng Đế [tại vị thập thất niên kỷ nguyên giả ngũ].
龍瑞太平凣四,Long Thuỵ Thái Bình [phàm tứ].
彰聖嘉慶凣七,Chương Thánh Gia Khánh [ phàm thất].
龍章天嗣凣三,Long Chương Thiên Tự [phàm tam].
天貺寳象凣一,Thiên Huống Bảo Tượng [phàm
天符睿武凣七,Thiên Phù Duệ Vũ [phàm thất].
天符慶壽凣一,Thiên Phù Khánh Thọ [phàm nhất].
神宗皇帝在位十一年紀元者二,"Thần Tông Hoàng Đế [tại vị thập nhất niên, kỷ nguyên giả nhị]."
天順凣六,Thiên Thuận [phàm lục].
天彰寳嗣凣五,Thiên Chương Bảo Tự [phàm ngũ].
〇卷之四,Quyển chi tứ
英宗皇帝在位三十七年紀元,Anh Tông
天嘉寳祐凣三,Thiên Gia Tư Hựu [phàm tam].
治平龍應凣五,Trị Bình Long Ứng [phàm ngũ].
惠宗皇帝在位十四年紀元者一,Huệ Tông Hoàng Đế [tại vị thập tứ niên kỷ nguyên giả nhất].
建嘉凣十四,Kiến Gia [phàm thập tứ].
天章有道凣一,Thiên Chương Hữu Đạo [phàm nhất].
昭皇在位一年仍天章有道號,Chiêu Hoàng [tại vị nhất
聖宗皇帝在位二十一年紀元者二,Thánh Tông Hoàng Đế [tại vị nhị thập nhất niên kỷ nguyên giả nhị].
