大 越 史 記 續 編 序	Đại Việt sử kí tục biên tự	
禮 部 右 侍 郎 朝 列 大 夫 兼 國 子 監 司 業 兼 史 官 修 撰 臣 吳 士 連 兹 者 伏 𫎇 聖 恩 除 臣 舘 職 臣 取 前 大 越 史 記 二 書 參 以 野 史 輯 成 大 越 史 記 全 書 謹 謄 為 十 五 卷 奏 進	Lễ bộ Hữu thị lang Triều liệt đại phu kiêm Quốc tử giám tư nghiệp kiêm Sử quan tu soạn thần Ngô Sĩ Liên tư giả phục mông Thánh ân trừ thần quán chức thần thủ tiền Đại Việt Sử Kí nhị thư tham dĩ dã sử tập thành Đại Việt Sử Kí Toàn Thư cẩn đằng vi thập ngũ quyển tấu tiến	
臣 吳 士 連 成 惶 誠 恐 首 頓 首 上 言 伏 以	Thần Ngô Sĩ Liên thành hoàng thành khủng khể thủ đồn thủ thượng ngôn Phục dĩ	
文 風 大 振 適 當 景 運 之 興 史 筆 重 修 載 纂 歷 朝 之 紀	Văn phong đại chấn thích đương cảnh vận chi hưng sử bút trùng tu tải toản lịch triều chi kỉ	
俯 殫 管 見 達 隆 知	Phủ đan quản kiến cốt đạt Long tri	
臣 竊 惟 古 有 信 書 國 之 大 典 所 以 紀 國 綂 之 離 所 以 明 治 化 之 隆 污	Thần thiết duy Cổ hữu tín thư quốc chi đại điển sở dĩ kỉ quốc thống chi li hợp sở dĩ minh trị hoá chi long ô	
盖 欲 垂 監 戒 於 将 來 𡸈 特 著 幾 徵 於 既 徃	Cái dục thuỳ giám giới ư tương lai khởi đặc trước kỉ trưng ư kí vãng	
必 善 惡 具 形 褒 貶 始 足 示 於 勸 懲	Tất thiện ác cụ hình bao biếm thuỷ túc thị ư khuyến trừng	
必 翰 墨 久 役 心 神 方 可 觀 於 著 述 非 苟 作 者 𡸈 易 言 哉	Tất hàn mặc cửu dịch tâm thần phương khả quan ư trước thuật phi cẩu tác giả khởi dị ngôn tai	
鷖 大 越 史 記 之 書 載 前 代 帝 王 之 正	Y Đại Việt sử kí chi thư tải tiền đại đế vương chi chính	
粤 肇 南 之 繼 嗣 實 與 北 朝 而 抗 衡	Việt triệu Nam bang chi kế tự thực dữ Bắc triều nhi khanh hành	
綂 緒 之 傳 億 萬 年 與	Thống tự chi truyền ức vạn niên dữ	
天 罔 極 英 明 之 君 六 七 作 于 古 有 光	Thiên võng cực anh minh chi quân lục thất tác vu cổ hữu quang	
雖 強 弱 時 或 不 同 而 豪 傑 世 未 嘗 乏	Tuy cường nhược thời hoặc bất đồng nhi hào kiệt thế vị thường phạp	
觀 之 在 昔 厥 有 可	Quan chi tại tích quyết hữu khả kê	
吳 氏 以 前 慨 亂 多 而 治 少 李 氏 而 後 漸 世 变 以 風 移	Ngô thị dĩ tiền khái loạn đa nhi trị thiểu Lý thị nhi hậu tiềm thế biến dĩ phong di	
夫 極 治 者 亂 生 而 履 霜 者 氷 至	Phù cực trị giả loạn sinh nhi lý sương giả băng chí	
賊 臣 因 之 盜 㨿 敵 國 以 是 來 侵	Tặc thần nhân chi đạo cứ địch quốc dĩ thị lai xâm	
满 地 干 戈 莫 匪 狂 明 之 㓂 一 國 圖 籍 翻 為 洁 劫 之 灰	Mãn địa can qua mạc phỉ cuồng Minh chi khấu nhất quốc đồ tịch phiên vi khiết kiếp chi hôi	
欲 求 事 跡 於 煨 烬 之 餘 難 免 是 非 於 亥 豕 之 辨	Dục cầu sự tích ư ổi tẫn chi dư nan miễn thị phi ư hợi- thỉ chi biện	
於 皇 昭 代 思 釆 陳 編 下 明 詔 以 購 求 蒐 散 書 而 萃 集	Ư hoàng chiêu đại tư thái trần biên hạ Minh chiếu dĩ cấu cầu sưu tán thư nhi tuỵ tập	
既 命 朝 士 檢 閲 討 論 又	Kí mệnh triều sĩ kiểm duyệt thảo luận hựu	
勑 儒 臣 縂 裁 潤 色	sắc nho thần tổng tài nhuận sắc	
務 兹 簡 實 捐 彼 浮 華	Vụ tư giản thực quyên bỉ phù hoa	
臣 當 直 舘 之 初 得 預 濡 毫 之 列	Thần đương trực quán chi sơ đắc dự nhu hào chi liệt	
倐 遭 家 禍 莫 覩 成 書	Thúc tao gia hoạ mạc đổ thành thư	
念 夙 志 之 未 酧 釆 羣 言 而 增 校	Niệm túc chí chi vị thù thái quần ngôn nhi tăng hiệu	
僃 歷 代 君 臣 之 蹟 明 古 今 治 亂 之 原	Bị lịch đại quân thần chi tích minh cổ kim trị loạn chi nguyên	
歳 周 於 上 而 天 道 明 統 正 於 下 而 人 紀 立	Tuế chu ư thượng nhi Thiên đạo minh thống chính ư hạ nhi nhân kỉ lập	
以 至 禮 樂 征 伐 與 夫 制 度 紀 綱 莫 不 正 其 謬 訛 補 其 闕 畧	Dĩ chí lễ nhạc chinh phạt dữ phu chế độ kỉ cương mạc bất chính kì mậu ngoa bổ kì khuyết lược	
間 有 䦕 於 風 化 附 臆 説 以 𭛁 明	Gian hữu quan ư phong hoá phụ ức duyệt dĩ phát minh	
名 曰 大 越 史 記 全 書 增 入 鴻 庞 蜀 王 外 紀 總 若 干 卷 今 已 成 編	Danh viết Đại Việt Sử Kí Toàn Thư tăng nhập Hồng Bàng Thục Vương Ngoại kỉ tổng nhược can quyển kim dĩ thành biên	
效 馬 史 之 編 年 第 慚 補 綴 法 麟 經 之 比	Hiệu Mã Sử chi biên niên đệ tàm bổ xuyết pháp Lân Kinh chi tỉ	
事 敢 望 謹 嚴	sự cảm vọng cẩn nghiêm	
但 於 彜 倫 日 用 之 常 與 其 致 知 格 物 之 學 嘗 於 燕 暇 少 僃 覽 觀	Đãn ư di luân nhật dụng chi thường dữ kì trí tri cách vật chi học thường ư yến hạ thiểu bị lãm quan	
傳 信 傳 疑 期 汗 青 之 無 愧 繁 辝 繁 事 庶 文 献 之 足 徵	Truyền tín truyền nghi kì hãn thanh chi vô hồn phồn từ phồn sự thứ văn hiến chi túc trưng	
臣 吳 士 連 下 情 無 任 瞻 天 仰 聖 激 切 屏 營 之 至 謹 装 潢 成 帙 封 全 隨 表 上 進 以 聞	Thần Ngô Sĩ Liên hạ tình vô nhiệm chiêm Thiên ngưỡng Thánh kích thiết bình doanh chi chí cẩn trang hoàng thành trật phong toàn tuỳ biểu thượng tiến dĩ văn	
洪 德 十 年 歳 在 己 亥 冬 至 節	Hồng Đức thập niên tuế tại Kỉ Hợi Đông chí tiết	
篡 修 大 越 史 記 全 書 凣 例	Soán tu Đại Việt sử kí toàn thư phàm lệ	
一 是 書 之 作 本 黎 文 休 潘 孚 先 大 越 史 記 二 書 參 以 北 史 野 史 傳 至 諸 本 及 所 傳 授 見 聞 考 技 編 輯 爲 之	Nhất thị thư chi tác bản Lê Văn Hưu Phan Phu Tiên Đại Việt sử ký nhị thư tham dĩ Bắc sử dã sử truyện chí chư bản cập sở truyền thụ kiến văn khảo kĩ biên tập vi chi	
其 記 始 於 吳 王 者 王 我 越 人 當 南 北 分 争 之 時 䏻 亂 興 以 繼 䧺 王 趙 武 之 統 故 也 今 依 武 瓊 所 著 本 紀 全 書 水 自 丁 先 皇 以 明 其 大 一 統 也	Kì kí thuỷ ư Ngô Vương giả vương ngã Việt nhân đương Nam Bắc phân tranh chi thời năng phát loạn hưng bang dĩ kế Hùng Vương Triệu Vũ chi thống cố dã kim y Vũ Quỳnh sở thuật trước bản kỉ toàn thư tự Đinh Tiên Hoàng dĩ minh kì đại nhất thống dã	
一 歷 代 帝 王 在 位 久 近 前 帝 前 王 於 某 年 創 業 以 是 年 爲 在 位 之 首 年 至 某 年 崩 薨 禪 讓 或 弑 後 帝 後 王 即 位 改 元 則 是 年 猶 爲 前 帝 前 王 在 位	Nhất lịch đại đế vương tại vị cửu cận tiền đế tiền vương ư mỗ niên sáng nghiệp dĩ thị niên vi tại vị chi thủ niên chí mỗ niên băng hoăng thiền nhượng hoặc thí hậu đế hậu vương tức vị cải nguyên tắc thị niên do vi tiền đế tiền vương tại vị	
之 末 年	chi mạt niên	
其 或 崩 薨 禪 讓 在 某 年 之 春 夏 則 是 年 爲 後 帝 後 王 在 位 之 首 年 而 春 夏 之 月 爲 前 帝 前 王 之 奇 零 月 如 崩 薨 禪 讓 在 嵗 終 逆 數 在 位 之 年 猶 有 不 盡 之 月 亦 爲 奇 零 月	Kì hoặc băng hoăng thiền nhượng tại mỗ niên chi xuân hạ tắc thị niên vi hậu đế hậu vương tại vị chi thủ niên nhi xuân hạ chi nguyệt vi tiền đế tiền vương chi kì linh nguyệt như băng hoăng thiền nhượng tại tuế chung nghịch số tại vị chi niên do bất tận chi nguyệt diệc vi kì linh nguyệt	
至 若 楊 日 禮 僣 位 雖 已 逾 年 然 陳 家 曆 數 猶 相 接 故 以 前 年 属 裕 宗 後 年 属 藝 宗 而 通 計 焉 附 録 日 禮	Chí nhược Dương Nhật Lễ tiếm vị dĩ du niên nhiên Trần gia lịch số do tương tiếp cố dĩ tiền niên thuộc Dụ Tông hậu niên thuộc Nghệ Tông nhi thông kế yên phụ lục Nhật Lễ	
一 涇 陽 王 爲 大 越 始 封 之 王 與 帝 宜 同 時 故 紀 元 與 帝 宜 初 年 同	Nhất Kinh Dương Vương vi Đại Việt thuỷ phong chi vương dữ Đế Nghi đồng thời cố kỷ nguyên dữ Đế Nghi sơ niên đồng	
一 外 紀 所 載 本 之 野 史 其 甚 恠 𧩙 者 之 不 録	Nhất ngoại kỉ sở tải bản chi dã sử kì thậm quái đản giả chi bất lục	
䧺	Hùng	
䧺 王 以 上 無 年 表 者 世 主 傳 序 不 可 得 而 知 也 或 云 十 八 世 恐 未 必 然	Hùng Vương dĩ thượng vô niên biểu giả thế chủ truyền tự bất khả đắc nhi tri dã hoặc vân thập bát thế khủng vị tất nhiên	
一 趙 紀 當 北 朝 漢 高 惠 文 景 之 世 以 建 亥 爲 嵗 首 者 庶 考 之 朱 子 綱 目 不 爲 謬 矣	Nhất Triệu kỷ đương Bắc triều Hán Cao Huệ Văn Cảnh chi thế dĩ kiến hợi vi tuế thủ giả thứ khảo chi Chu Tử cương mục bất vi mậu hĩ	
一 每 年 甲 子 之 下 分 註 止 書 曆 代 繼 正 統 者 其 餘 列 國 不 書 無 接 我 也	Nhất mỗi niên giáp tý chi hạ phân chú chỉ thư lịch đại kế chính thống giả kì dư liệt quốc bất thư vố tiếp ngã dã	
如 吳 魏 南 漢 事 有 接 我 則 書 某 主	Như Ngô Nguỵ Nam Hán sự hữu tiếp ngã tắc thư mỗ chủ	
一 凣 紀 本 事 而 涉 前 後 事 本 事 大 書 前 後 事 分 註 庶 得 耳 見 無 遺	Nhất phàm kỷ bản sự nhị thiệp tiền hậu sự bản sự đại thư tiền hậu sự phân chú thứ đắc nhĩ kiến vô di	
一 北 朝 歷 代 主 皆 書 帝 與 我 各 帝 一 方 也	Nhất Bắc triều lịch đại chủ giai thư đế dữ ngã các đế nhất phương dã	
一 凣 我 越 人 憤 北 人 侵 暴 因 人 心 甚 惡 攻 弑 郡 守 以 自 立 皆 書 起 兵 稱 國	Nhất phàm ngã Việt nhân phẫn Bắc nhân xâm bạo nhân nhân tâm thậm ố công thí quận thú dĩ tự lập giai thư khởi binh xưng quốc	
不 幸 而 敗 亡 者 亦 書 起 兵 以 予 之	Bất hạnh nhi bại vong giả diệc thư khởi binh dĩ dư chi	
一 士 王 之 時 雖 有 守 任 然 王 以 諸 侯 當 國 國 人 皆 呼 爲 王 守 任 徒 爲 虚 設 而 王 之 貴 重 威 服 百 蠻 不 下 趙 武 後 代 追 封 王 爵 故 表 而 出 之 𭁈 諸 王 同	Nhất Sĩ Vương chi thời tuy hữu thú nhiệm nhiên vương dĩ chư hầu đương quốc quốc nhân giai hô vi vương thú nhiệm đồ vi hư thiết nhi vương chi quý trọng uy phục bách Man bất hạ triệu vũ hậu đại truy phong vương tước cố biểu nhi xuất chi dữ chư vương đồng	
一 前 後 李 南 帝 乃 當 時 稱 號 非 真 即 皇 帝 位 故 生	Nhất tiền hậu Lý Nam Đế nhưng đương thời xưng hiệu phi chân tức hoàng đế vị cố sinh	
則 書 帝 沒 則 書 薨 從 諸 侯 例	tắc thư đế một tắc thư hoăng tòng chư hầu lệ	
一 趙 越 王 時 李 天 寳 雖 稱 王 立 國 然 其 迹 微 國 統 已 属 趙 王 故 附 錄 于 趙 紀	Nhất Triệu Việt Vương thời Lý Thiên Bảo tuy xưng vương lập quốc nhiên kì tích vi quốc quốc thống dĩ thuộc Triệu Vương cố phụ lục vu Triệu kỷ	
一 布 蓋 王 豪 富 勇 力 亦 一 時 之 䧺	Nhất Bố Cái Vương hào phú dũng lực diệc nhất thời chi hùng	
然 乘 亂 用 杜 英 翰 計 圍 都 護 府 守 任 官 病 子 乃 入 居 府 治 未 正 位 號 尋 沒 其 子 始 尊 以 王 爵 故 微 之 也	Nhiên thừa loạn dụng Đỗ Anh Hàn kế vi Đô hộ phủ thú nhiệm quan bệnh tử nãi nhập cư phủ trị vị chính vị hiệu tầm một kì tử thuỷ tôn dĩ vương tước cố vi chi dã	
一 北 人 守 任 有 政 蹟 者 必 書 好 善 惡 惡 人 心 所 同 天 下 之 公 也	Nhất Bắc nhân thú nhiệm hữu chính tích giả tất thư hiếu thiện ố ác nhân tâm sở đồng thiên hạ chi công dã	
一 十 二 使 君 乘 時 無 主 各 㨿 地 自 守 莫 䏻 相 統 然	Nhất thập nhị sứ quân thừa thời vô chủ các cứ địa tự thủ mạc năng tương thống nhiên	
吳 昌 熾 以 正 統 書 吳 是 之 後 也	Ngô Xương Xí dĩ chính thống thư Ngô thị chi hậu dã	
一 楊 三 哥 前 後 胡 皆 以 王 莽 篡 例 書 名 者 沮 僣 也	Nhất Dương Tam Kha tiền hậu Hồ giai dĩ Vương Mãng soán lệ thư danh giả trở tiếm dã	
一 黎 大 行 雖 承 正 統 然 衛 王 璿 猶 在 紀 元 分 註 宋 太 祖 之 於 周 鄭 王 也	Nhất Lê Đại Hành tuy thừa chính thống nhiên Vệ Vương Toản do tại kỷ nguyên phân chú Tống Thái Tổ chi ư Chu Trịnh Vương dã	
一 黎 中 宗 即 位 三 日 而 遇 害 雖 未 逾 年 然 諸 王 争 立 凣 八 月 實 中 宗 嗣 位 之 年	Nhất Lê Trung Tông tức vị tam nhật nhi ngộ hại tuy vị du niên nhiên chư vương tranh lập phàm bát nguyệt thực Trung Tông tự vị chi	
故 書 之 爲 君 以 正 臥 朝 篡 弑 之 罪 而 以 嗣 位 一 年 數 焉	Cố thư chi vi quân dĩ chính Ngoạ Triều soán thí chi tội nhi dĩ tự vị nhất niên số yên	
一 衛 王 靈 德 前 已 即 帝 位 後 降 王 爵 從 史 法 書 曰	Nhất Vệ Vương Linh Đức tiền dĩ tức đế vị hậu giáng vương tước tòng sử pháp thư viết	
廢 帝	Phế Đế	
一 簡 定 即 位 建 元 在 丁 亥 年 十 月 而 稱 一 年 者 尊 正 統 黜 僣 僞 與 紹 慶 元 年 同	Nhất Giản Định tức vị kiến nguyên tại Đinh Hợi niên thập nguyệt nhi xưng nhất niên giả tôn chính thống truất tiếm nguỵ dữ Thiệu Khang nguyên niên đồng	
一 陳 末 二 胡 之 後 明 人 併 㨿 凣 二 十 年 止 以 四 年 属 明 者 盖 癸 巳 以 前 簡 定 重 光 猶 係 陳 緒 戊 戌 以 後 我 朝 太 祖 高 皇 帝 已 起 義 兵 故 不 以 属 明 書 正 國 統 也	Nhất Trần mạt nhị triều chi hậu Minh nhân tính cứ phàm nhị thập niên chỉ dĩ tứ niên thuộc Minh giả cái Quý Tỵ dĩ tiền Giản Định Trùng Quang do hệ Trần tự Mậu Tuất dĩ hậu Ngã triều Thái Tổ Cao Hoàng Đế dĩ khởi nghĩa binh cố bất dĩ thuộc Minh thư chính quốc thống dã	
一 人 名 地 名 有 考 㨿 分 註 其 下 無 則 闕 之	Nhất nhân danh địa danh hữu khảo cứ phân chú kì hạ vô tắc khuyết chi	
一 凣 書 日 舊 史 甲 子 有 闕 依 日 庶 書 之	Nhất phàm thư nhật cựu sử giáp tý hữu khuyết y nhật thứ thư chi	
一 凣 正 誤 必 分 註 所 由 庶 無 惑 於 舊 史 間 猶 謬 誤 知 者 幸 正 之	Nhất phàm chính ngộ tất phân chú sở do thứ vô hoặc ư cựu sử gián do mậu ngộ tri giả hạnh chính chi	
續 編 凣 例	Tục biên phàm lệ	
一 外 紀 全 書 自 鴻 庞 氏 至 吳 使 君 舊 史 編 爲 一 集 并 本 己 全 書 自 李 太 祖 至 昭 皇 編 爲 一 集 自 陳 太 宗 至 明 宗 編 爲 一 集 陳 憲 宗 至 重 光 帝 編 爲 一 集 及 本 己 實 錄 國 朝 聖 宗 淳 皇 帝 載 爲 一 集	Nhất Ngoại kỷ toàn thư tự Hồng Bàng thị chí Ngô Sứ quân cựu sử biên vi nhất tập tịnh bản kỷ toàn thư tự Lý Thái Tổ chí Chiêu Hoàng biên vi nhất tập tự Trần Thái Tông chí Minh Tông biên vi nhất tập Trần Hiến Tông chí Trùng Quang Đế biên vi nhất tập cập bản kỷ thực lục quốc triều Thánh Tông Thuần Hoàng Đế tải vi nhất tập	
兹 以 其 刪 繁 每	Tư dĩ kì san phồn mỗi	
一 集 分 爲 上 下 二 集 以 便 觀 覽	nhất tập phân vi thượng hạ nhị tập dĩ tiện quan lãm	
一 恭 皇 爲 權 神 莫 登 庸 篡 弑 自 丁 亥 至 壬 辰 九 六 年 無 有 位 號 則 以 次 年 紀 之	Nhất Cung Hoàng vi quyền thần Mạc Đăng Dung soán thí tự Đinh Hợi chí Nhâm Thìn cửu lục niên vô hữu vị hiệu tắc dĩ thứ niên kỷ chi	
其 莫 僣 則 两 行 分 註 於 次 年 之 下 以 尊 正 統 沮 僣 竊 也	Kì Mạc tiếm tắc lưỡng hàng phân chú ư thứ niên chi hạ dĩ tôn chính thống trở tiếm thiết dã	
一 莊 宗 自 癸 巳 年 起 義 即 位 于 行 在 萬 賴 雖 未 混 一 中 元 亦 以 正 統 書 之 明 其 爲 帝 胄 承 大 統 也	Nhất Trang Tông tự Quý Tỵ niên khởi nghĩa tức vị vu hành tại Vạn Lại sách tuy vị hỗn nhất trung nguyên diệc dĩ chính thống thư chi minh kì vi đế trụ thừa đại thống dã	
一 中 宗 英 宗 起 義 即 位 並 以 繼 統 書 之 明 國 緒 相 傳 也	Nhất Trung Tông Anh Tông khởi nghĩa tức vị tịnh dĩ kế thống thư chi minh quốc tự tương truyền dã	
一 神 宗 在 位 二 十 五 年 書 爲 神 宗 上 其 遜 位 六 年 書 在 真 宗 紀 又 復 帝 位 十 三 年 書 爲 神 宗 下	Nhất Thần Tông tại vị nhị thập ngũ niên thư vi Thần Tông thượng kì tốn vị lục niên thư tại Chân Tông kỷ hựu phục đế vị thập tam niên thư vi Thần Tông hạ	
凣 例 畢	Phàm lệ tất	
外 紀	Ngoại kỷ	
卷 之 一	Quyển chi nhất	
鴻 庞 氏 紀 起 壬 戌 至 癸 卯 年 凣 二 千 六 百 二 十 二 年	Hồng bàng thị kỷ Khởi Nhâm Tuất chí Quý Mão niên phàm nhị thiên lục bách nhị thập nhị niên	
涇 陽 王	Kinh Dương Vương	
貉 龍 君	Lạc Long Quân	
䧺 王 凣 十 八 世 皆 号 䧺 王	Hùng Vương Phàm thập bát thế giai hiệu Hùng Vương	
後 王	H	
安 陽 王	An Dương Vương	
卷 之 二	Quyển chi nhị	
趙 氏 紀 起 甲 午 至 庚 午 凣 九 十 七 年	Triệu thị kỷ Khởi Giáp Ngọ chí Canh Ngọ phàm cửu thập thất niên	
武 帝 在 位 七 十 一 年	Vũ Đế Tại vị thất thập nhất niên	
文 王 在 位 十 二 年	Văn Vương Tại vị thập nhị niên	
明 王 在 位 十 二 年	Minh Vương Tại vị thập nhị niên	
属 西 漢 紀 起 辛 未 至 己 亥 凣 一 百 四 十 九 年	Thuộc Tây Hán kỷ khởi Tân Mùi chí Kỷ Hợi phàm nhất bách tứ thập cửu niên	
徵 女 王 紀 起 庚 子 至 壬 寅 凣 三 年	Trưng Nữ Vương khởi Canh Tý chí Nhâm Dần phàm tam niên	
