cn,sv,vi
"晴山入座來清氣
夕照浮空耀彩霞","Tình sơn nhập tọa lai thanh khí;
Tịch chiếu phù không diệu thái hà.","Hừng non nhập toạ với thanh khí;
Bừng chiếu không gian rạng vẻ chiều."
"佳節正中秋的酒吟詩取不盡山間明月
高明兼雅懷慮握瑤瑕最難得席上奇珍","Giai tiết chính trung thu đích tửu ngâm thi thủ bất tận sơn gian minh nguyệt
Cao minh kiêm nhã hoài lự ác dao hà tối nan đắc tịch thượng kỳ trân.","Thắng địa tự Tây qua, gây Trúc xuân về, riêng mở ngàn năm cảnh Phạn;
Phật pháp truyền Đông lại, mây từ ấm phủ, che chở vạn kiếp chúng sinh."
"佳節正中秋的酒吟詩取不盡山間明月
高明兼雅懷慮握瑤瑕最難得席上奇珍","Giai tiết chính trung thu, chuốc tửu ngâm thi, thủ bất tận sơn gian minh nguyệt
Cao minh tường mãn tọa, hoài dư ốc cầm, tối nan đắc tịch thượng kỳ trân.","Giai tiết đúng trung thu, rượu rót, thơ ngâm, chẳng thu hết non cao trăng sáng;
Cao minh ngồi đủ mặt, ngọc cầm, bấu nắm, khó lấy sao tiệc đủ kỳ trân."
"秋報務存誠酌水藤花承設敬當葉霜會
復游休乘暢吟風弄月往來恭托廣寒宮","Thu báo vụ tốn thành, chuốc thuỷ hiến hoa, thừa thiết cảm đường trại bảo hội;
Dạ du hưu bình chúc, ngã phong lộng nguyệt, vãng lai hoàng tại Quảng Hàn cung","Thu báo đã xong mùa, rót rượu, hiến hoa nhân dịp đứng ra làm lễ hội;
Chơi đêm đừng thấp đuốc, đùa trăng, gióng gió qua lại xem như chốn Quảng Hàn"
"欣逢素月流清露
愁見秋陽映夕嵐","Hân phùng tố nguyệt lưu thanh lộ;
Sầu kiến thu dương ánh tịch lam.","Mừng trông trăng sáng, sương buông đọng;
Buồn thấy chiều thu, khói toả lan."
"墓菊寂時林愈靜
晨鐘響處山更幽","Mộ cốc tịch thời, lâm dư tĩnh;
Thần chung hưởng xử, sơn cánh u.","Mộ cốc tịch thời, làm dữ tĩnh;
Thần chung hưởng xử, sơn cánh u."
"青峰有情留客住
白雲無事伴僧閒","Thanh chuông hữu tình lưu khách trú;
Bạch vân vô sự bạn tăng nhàn.","Ngọn núi có tình lưu khách trọ;
Ngàn mây rỗi việc bạn sư chơi."
"水秀山青到此白雲能醉客
鳥啼花放須知緣竹亦參禪","Thủy tú sơn thanh, đáo thử bạch vân năng tuý khách;
Điểu đề hoa phóng, tu tri lục trúc diệc tham thiền.","Nước biếc non xanh, đấy nơi mây trắng say lồng khách;
Chim kêu hoa nở, chốn này trúc biếc cũng tham thiền."
"夜靜鐘聲徹
樓高月影圓","Dạ tĩnh chung thanh triệt;
Lâu cao nguyệt ảnh viên.","Đêm tĩnh tiếng chuông càng rõ;
Lầu cao bóng nguyệt thêm tròn."
"雲移山欲動
水蕩石疑浮","Vân di sơn dục động;
Thủy đạng thạch nghi phù.","Mây trôi, núi như động;
Nước dợn, đá đập dờn."
"滄海靜時無俗氣
白雲深處有神仙","Thương hải tĩnh thời vô tục khí;
Bạch vân thâm xử hữu thần tiên.","Lúc tĩnh biển xanh không khí tục;
Vùng sâu mây trắng có thần tiên."
"天空雲影渾
水碧石痕清","Thiên không vân ảnh thấp;
Thuỷ bích thạch ngân thanh.","Trời xanh bóng mây âm;
Nước biếc ngấn đá trong."
"天光雲影超碧落
月明風清脫俗塵","Thiên quang vân ảnh siêu bích lạc;
Nguyệt lãng phong thanh thoát tục trần.","Trời quang mây biếc trôi từng đám;
Gió mát trăng thanh sạch bụi trần."
"世務繁多得閒時是領之清風明月
人生如夢到醒後須聽此暮鼓晨鍾","Thế vụ phồn đa, đắc nhàn thời thị lãnh chi thanh phong minh nguyệt;
Nhân sinh như mộng, đáo tỉnh hậu tu thính thử mộ cổ thần chung.","Cõi thế lắm phiền hà, hãy lãnh đủ gió mát, trăng thanh khi được rảnh;
Đời người là mộng ảo, nên lắng nghe chuông sớm, trống chiều lúc tỉnh ra."
"峰影遮看雲蓋結
松聲靜聽海潮生","Phong ảnh dao khan vân cái kết;
Tùng thanh tĩnh thính hải triều sinh.","Bóng núi xa nhìn mây phủ kín;
Thông reo vẳng tiếng nước triều dâng."
"畫棟倚云端時有清風時有月
長橋收野趣半看流水半看山","Hoạ đống ỷ vân đoan, thời hữu thanh phong, thời hữu nguyệt;
Trường kiều thu dã thú, bán khan lưu thủy, bán khan sơn.","Cột vẽ tựa trời mây, lúc có trăng trong, lúc gió mát;
Cây cầu đón cảnh thú, nửa nhìn nước chảy, nửa nhìn non."
"遠水平沙有客泛舟桃葉渡
斜風細雨何人攀折杏花村","Viễn thủy bình sa, hữu khách phiếm chu đào diệp độ;
Tà phong tịch vũ, hà nhân phan chiết hạnh hoa thôn.","Xa xôi sông nước bãi xa, có người khách bơi thuyền ghé bến;
Gió thổi mưa bay ngả, ai kẻ trèo hái cành hoa thôn."
"明月三更映綠水
朝陽一色染紅雲","Minh nguyệt tam canh ánh lục thủy;
Triều dương nhất sắc nhiễm hồng vân.","Trăng sáng canh ba ngời nước biếc;
Trời chiều một sắc nhuốm mây hồng."
"心如竹全空是非何處著足
意與山俱靜憂喜無從挂眉","Tâm như trúc toàn không, thị phi hà xứ trước túc;
Ý dữ sơn câu tĩnh, ưu hỉ vô tòng quải mi.","Lòng như trúc rỗng không, phải trái chỗ đâu mà bám;
Ý với núi đều tĩnh, buồn vui không đọng trên mi."
"雲過樹頭拖綠去
客從山外踏青來","Vân quá thụ đầu đã lục khứ;
Khách tòng sơn ngoại đạp thanh lai.","Mây quá ngọn cây lối biếc chạy;
Khách từ ngoài núi dặn xanh về."
"綠野人來談稼穑
青雲客至論琴書","Lục dã nhân lai đàm giá sắc;
Thanh vân khách chí luận cầm thi.","Thanh vân khách chí luận cầm thi;
Người nhà quê ra, chuyện cày cấy;"
"害人命謀人財奸盜邪淫任你燒香也無益
孝于親忠于國廉明清正見神不拜有何方","Hại nhân mạnh, mưu nhân tài, gian đạo tà dâm nhiễm như thiêu hương đã vô ích;
Hiếu vu thân, trung vu quốc, liêm minh thanh chính kiến thần bất bái hữu hà phương.","Hại mạng người, chiếm của người, trộm cướp tà dâm; dù có thắp hương cũng vô ích;
Hiếu với thân, trung với nước, liêm minh thẳng thấy thần không vái cũng không sao."
"花鳥多情有高人自然不俗
林泉可愛難片石亦是爭奇","Hoa điểu đa tình, hữu cao nhân tự nhiên bất tục;
Lâm tuyền khả ái, tùy phiến thạch diệc thị tranh kỳ.","Hoa, chim thú đa tình, có cao nhân tự nhiên không tục;
Rừng, suối khe hấp dẫn, đâu phiến đã đáng xem lạ kỳ."
"歌管楼台細細細
閑雲薄影日悠悠","Ca quản lâu đài thanh tế tế;
Nhàn vân đàm ảnh nhật du du.","Tiếng ca hát lâu đài non nỉ;
Bóng mây trôi dầm nước xa xôi."
"門前兩個知心一個清風一個月
戶外十分美是五分春色五分山","Môn tiền lưỡng cá tri tâm, nhất cá thanh phong, nhất cá nguyệt;
Hộ ngoại thập phần mỹ cảnh, ngũ phần xuân sắc, ngũ phần sơn.","Hai kẻ biết lòng ngoài cửa, một là gió mát, một trăng thanh;
Mười phần cảnh đẹp trước nhà, năm phần xuân sắc, năm phần núi,"
"心靜坐禪林忘利忘名忘歲月
身閒游象外愛山愛水愛雲煙","Tâm tĩnh tọa thiền lâm, vong lợi, vong danh, vong tuế nguyệt;
Thân nhàn du tượng ngoại, ái thủy, ái sơn, ái vân yên.","Lòng tĩnh chốn rừng thiền, quên lợi, quên danh, quên năm tháng;
Thân nhàn nơi ngoài cõi, mến non, mến nước mến khói mây."
"三頃寒潭七尺水
一灣新月滿楼風","Tam khoảnh hàn đàm, thất xích thủy;
Nhất loan tân nguyệt, mãn lâu phong.","Ba khoảnh đầm sâu, nước bảy thước;
Một vùng trăng mới, gió đầy lâu."
"巍嶽振起文明筆
安國堅培墨氣風","Nguy nga chấn khởi văn minh bút;
An quốc kiên bồi hãn mặc phong.","Nguy nga chấn khởi văn minh bút;
An quốc kiên bồi hãn mặc phong."
"書有未摳皆可讀
事經已過不須提","Thư hữu vị quan giai khả độc;
Sự kinh dĩ quá bất tu đề.","Sách chứa nhìn qua đều đọc được;
Việc đã trải rồi nhắc ích gì."
"欲解昔賢何所樂
但觀今我此時心","Dục giải tích hiền hà sở lạc;
Đãn quan kim ngã thử thời tâm.","Muốn biết người xưa vui chi vậy;
Hãy ngắm mình nay bừng muộn gì."
"愛客襟懷春滿座
照人肝膽月盈庭","Ái khách khâm hoài xuân mẫn tọa;
Chiếu nhân can đảm nguyệt doanh đình.","Mến khách thật lòng xuân khắp mặt;
Soi người can đảm nguyệt đầy sân."
"我南帝統第一紀
長安廟貌萬年秋","Ngã Nam đế thống đệ nhất kỷ;
Trường An miếu mạo vạn niên thu.","Ngã Nam đế thống đệ nhất kỳ;
Trường An miếu mạo vạn niên thu."
"神武貼四鄕盛宋強占此日
精靈存千古龍江馬驅之間","Thần vũ thiếp tứ lân, thịnh Tống cường Chiêm thủ nhật;
Tính linh tồn thiên cố, long giang, mã trục chi gian.","Thần vũ toả bốn phương, mạnh Tống cường Chiêm ngày đó;
Tính linh còn muôn thuở, sông rồng, dấu ngựa chốn đây."
"瑞雲甘雨天爲仰
鑿井耕田帝力之","Thụy vân cam vũ thiên hựu ngưỡng;
Tạc tỉnh canh điền để lục chi.","Mây lành, mưa ngọt trời giáng xuống;
Giếng đào, ruộng cấy đế giúp cho."
"世宗始造茅茨館
福泰重開瓦石軒","Thế Tông thuỷ tạo mao từ quán;
Phúc Thái trung khai ngoa thạch hiên.","Quán tranh tre Thế Tôn dựng trước
Hiên gạch đá Phúc Thái mở sau."
"不死精靈山河並壽
如生氣魄天地長存","Bất tử tinh linh sơn hà tịnh thọ;
Như sinh khí phách thiên địa trường tồn.","Thọ với núi sông anh linh bất tử;
Dài cùng trời đất khí phách vẫn còn."
"妙法輝輝影北郡
雲帆普濟濟南方","Diệu pháp huy chương, chương bắc quận;
Vân phàm phổ tế, tế nam phương.","Phép diệu sáng ngời, ngời quận bắc;
Buồm mây tế độ, độ phương nam."
"慈愛一心人瑞藥
孝貞千古女英風","Từ ái nhất tâm nhân như mộ;
Hiếu trinh thiên cổ nữ anh phong.","Một lòng từ ái, người hâm mộ;
Ngàn thuở hiếu trinh, gái anh phong."
"仙跡何年香本甚
文章萬代榮留根","Tiên tích hà niên hương bản thát;
Văn chương vạn đại vĩ lưu căn.","Dẫu tiên nấm nào hương phảng phất;
Văn chương muôn thuở đẹp còn vương."
"故宅相傳三世聖
慈恩遍及萬生靈","Cố trạch tương truyền tam khải thánh;
Từ ân biến cấp vạn sinh linh.","Nhà cũ tường truyền ba vị thánh;
Ơn từ phổ cập vạn dân lành."
"皇黎國派本本源源明德其來遠矣
雲堂郷民孫孫子子摠世勿替民之","Hoàng Lê quốc phái, bản bản nguyên nguyên minh đức kỳ lai viễn hĩ;
Vân Cát hương dân, tôn tôn tử tử kế thế vật thể dân chi.","Quốc phái Hoàng Lê, gốc gốc nguồn nguồn đức sáng từ xa dần đến;
Hương dân Vân Cát, con con cháu cháu nối đời chẳng đổi dân đi."
"顯宇巍巍垂萬古
祖宗功德記千秋","Hiển vũ nguy nga thùy vạn cổ;
Tổ tông công đức ký thiên thu.","Miếu vũ nguy nga thùy vạn cổ;
Tổ tông công đức ký thiên thu."
"藏山寶冊神仙傳
墨石斯祠父母邦","Tàng sơn bản hạp thần tiên truyền;
Lũy thạch tán từ phụ mẫu bang.","Núi lưu tráp quý truyền tiên thánh;
Đá xếp đến xưa đất mẫu xưa."
"地脉鍾英傳異跡
天然佳境有奇觀","Địa mạch chung anh truyền dị tích;
Thiên nhiên giai cảnh hữu kỳ quan.","Mạch đất linh thiêng truyền dấu lạ;
Thiên nhiên cảnh đẹp có kỳ quan."
"魚雁屏風氣鍾風水
金枝玉葉系出神明","Ngư án tước bình khí chung phong thủy;
Kim chi ngọc diệp hệ xuất thần minh.","Ngư án tước bình khí chung phong thủy;
Kim chi ngọc diệp hệ xuất thần minh."
"陳舍范家天葢聖
雲鄕黎氏地生神","Trần xá Phạm gia Thiên Khải thánh;
Vân hương Lê thị địa sinh thần.","Nhà Trần, Phạm tộc, trời khai thánh;
Làng Vân, Lê tộc, đất sinh thần."
"雲雨是洪恩南國生靈皆潤澤
江山鍾秀氣仙鄕景色最清高","Vân vũ thị hồng ân, Nam quốc sinh linh giai nhuận trạch;
Giang sơn chung tú khí, tiên hương cảnh sắc nặc thanh cao.","Mưa móc ơn to, nước Việt nhân dân nhờ ân trạch;
Núi sông chung đức, tiên hương cảnh sắc được thanh cao."
"願者眞誠王官多降福
求之必應神德最威靈","Nguyện giả chân thành, vương quan đa giáng phúc;
Cầu chi tất ứng, thần đức tối uy linh.","Người nguyện chân thành, vương quan nhiều phúc giáng;
Kẻ cầu át ứng, thần đức rất uy linh."
"逆水來朝萬世人民歸拜望
岐山鍾秀千秋祠宇播英靈","Nghịch thủy lai triều, vạn thế nhân dân quy bái vọng;
Kỳ sơn chung tú, thiên thu từ vũ bá anh linh.","Nghịch Thủy đến chầu, dân chúng muôn đời vái vọng;
Kỳ Sơn chung đức, đỉnh miếu ngàn thu rạng vẻ linh."
"興王律略留千古
濟世封功記萬春","Hưng vương vũ lược lưu thiên cổ;
Tể thế phong công ký Vạn Xuân.","Hưng vương, mưu lược lưu thiên cổ;
Cứu thế, công lao chép Vạn xuân."
"國號萬春跡在龍編名在史
志安天下生爲南帝死爲神","Quốc hiệu Vạn Xuân, tích tại Long Biên danh tại sử;
Chí an thiên hạ, sinh vi Nam đế tử vi thần.","Quốc hiệu Vạn Xuân, dấu ở Long Biên, tên ở sử;
Chí an thiên hạ, sống làm Nam đế, thác làm thần."
"前後交環山水抱
高低相影塔僧開","Tiền hậu giao hoàn sơn thủy bão;
Cao đê tương ảnh, tháp giả khai.","Sau, trước quanh co, non nước bọc;
Tháp, cao cùng sánh, tháp chùa xây."
"江壤老將論兵地
雲擁先皇弔䖏山","Giang bàn lão tướng luận binh địa;
Vân ủng tiên hoàng trãi tích sơn.","Sóng luợn, tướng già bàn binh địa;
Mây che, vua trước dựng Tích sơn."
"盖世英雄今古少
在人功德地天長","Cái thế anh hùng kim cổ thiểu;
Tại nhân công đức địa thiên trường.","Anh hùng cái thế xưa nay hiếm,
Công đức nhân gian trời đất dài."
"賊罸未平甘欲碎
功章不朽鼎獅沉","Tặc lụy vị bình, cam dục toái;
Công tôn bất hủ, đỉnh do trầm.","Lụy giặc chưa san, cam muốn nát;
Công lao bất hủ, đỉnh còn chim."
"百部笙歌調大樂
千官劍佩擬祥光","Bách bộ sinh ca điệu đại nhạc;
Thiên quan kiểm bội ứng tường quang.","Trăm bộ đàn ca hoà nhạc lớn;
Ngàn quan đeo kiếm hộ mây lành."
"南岳香鍾名世出
東阿運隆治朝興","Nam nhạc hương chung danh thế xuất;
Đông A vận tế trị triều hưng.","Nam nhạc tụ hương, danh thế hiện;
Nhà Trần vận đến thịnh triều lên."
"巉巒一峰高不記何年飛鐵馬
紫桧千古壮相傳此地解衣殤","Điệp lĩnh nhất phong cao, bất ký hà niên phi thiết mã;
Sùng tú thiên cổ tráng, tương truyền thứ địa giải nhung y.","Núi đấy một tầng cao, chẳng nhớ năm nào phi ngựa sắt;
Đến thiêng muôn thuở vững, chuyện rằng đất ấy cởi bào nhung."
"温恭朝夕傳家寳
亨祀春秋纘世傳","Ôn cung triều tịch truyền gia bảo;
Hưởng tự xuân thu kế thế truyền.","Của báu truyền gia, ôn cung hôm sớm;
Nối đời gìn giữ, thờ cúng xuân thu."
"昔樹前池留世業
先傳舊德裔遺芳","Tích thụ tiền trì, lưu thế nghiệp;
Tiên trù cựu đức tập di phương.","Ao trước cây xưa truyền sự nghiệp;
Đức cũ tiên trù, để hương thơm."
"七斲琱成心自赤
萬言書在汗犀青","Thất trảm sơ thành tâm tự xích;
Vạn ngôn thư tại hãn do thanh.","Thất trảm sơ thành tâm tự xích;
Vạn ngôn thư tại hãn do thanh."
"日散寒霜羣鳥喜風翻逆浪
銀光水底羣魚戯月弄随波","Nhật tán hàn sương, chúng điểu hỉ phong hoan nghịch lãng;
Ngân quang thủy đê, quần ngư hí nguyệt lộng tùy ba.","Sớm tàn sương lạnh, bầy chim giỡn gió ngược chiều sóng;
Sáng ngời đáy nước, đàn cá đùa trăng quẫy theo làn."
