cn,sv,vi
髙皇,Cao Hoàng,Cao Hoàng
孝惠,Hiếu Huệ,Hiếu Huệ
吕,Lữ,Lữ
孝惠皇帝,Hiếu Huệ Hoàng Đế,Hiếu Huệ Hoàng Đế
博陽侯,Bác Dương Hầu,Bác Dương Hầu
必,Tất,Tất
髙皇帝,Cao Hoàng Đế,Cao Hoàng Đế
嶺,Lĩnh,Lĩnh
南王,Nam Vương,Nam Vương
願王,Nguyện Vương,Nguyện Vương
謹,Cẩn,Cẩn
朕,Trẫm,Trẫm
两,Lưỡng,Lưỡng
漢皇帝,Hán Hoàng Đế,Hán Hoàng Đế
蠻夷,Man Di,Man Di
華夷,Hoa Di,Hoa Di
潘中,Phan Trung,Phan Trung
髙,Cao,Cao
平,Bình,Bình
髙皇后,Cao Hoàng Hậu,Cao Hoàng Hậu
今陛,Kim Bệ,Kim Bệ
癸亥,Quý Hợi,Quý Hợi
漢文帝,Hán Văn Đế,Hán Văn Đế
甲子,Giáp Tí,Giáp Tí
辛巳,Tân Tị,Tân Tị
甲申,Giáp Thân,Giáp Thân
乙酉,Ất Dậu,Ất Dậu
漢景帝,Hán Cảnh Đế,Hán Cảnh Đế
太宗,Thái Tông,Thái Tông
丙戌,Bính Tuất,Bính Tuất
戊子,Mậu Tí,Mậu Tí
漢景帝复中元,Hán Cảnh Đế Hạ Trung Nguyên,Hán Cảnh Đế Hạ Trung Nguyên
時帝,Thời Đế,Thời Đế
戊戌,Mậu Tuất,Mậu Tuất
庚子,Canh Tí,Canh Tí
太微,Thái Vi,Thái Vi
天庭,Thiên Đình,Thiên Đình
龍星,Long Tinh,Long Tinh
翌軫,Dực Chẩn,Dực Chẩn
五帝,Ngũ Đế,Ngũ Đế
壬寅,Nhâm Dần,Nhâm Dần
漢武帝徹春,Hán Vũ Đế Triệt Xuân,Hán Vũ Đế Triệt Xuân
建癸卯,Kiến Quý Mão,Kiến Quý Mão
漢建元秋,Hán Kiến Nguyên Thu,Hán Kiến Nguyên Thu
漢建元,Hán Kiến Nguyên,Hán Kiến Nguyên
孫胡,Tôn Hồ,Tôn Hồ
後陳,Hậu Trần,Hậu Trần
開天体道聖武神哲皇帝,Khai Thiên Thể Đạo Thánh Vũ Thần Triết Hoàng Đế,Khai Thiên Thể Đạo Thánh Vũ Thần Triết Hoàng Đế
黎文休,Lê Văn Hưu,Lê Văn Hưu
遼東,Liêu Đông,Liêu Đông
箕子,Cơ Tử,Cơ Tử
吳會,Ngô Cối,Ngô Cối
泰伯,Thái Bá,Thái Bá
大舜東夷,Đại Thuấn Đông Di,Đại Thuấn Đông Di
文王西夷,Văn Vương Tây Di,Văn Vương Tây Di
三代,Tam Đại,Tam Đại
趙武帝,Triệu Vũ Đế,Triệu Vũ Đế
趙武,Triệu Vũ,Triệu Vũ
傳,Truyện,Truyện
有,Hữu,Hữu
亦,Diệc,Diệc
漢髙,Hán Cao,Hán Cao
謙,Khiêm,Khiêm
文王,Văn Vương,Văn Vương
閩越王郢,Mân Việt Vương Sính,Mân Việt Vương Sính
王恢,Vương Khôi,Vương Khôi
豫章韓安國,Dự Chương Hàn An Quốc,Dự Chương Hàn An Quốc
會󰏲,Cối Kê,Cối Kê
閩越,Mân Việt,Mân Việt
淮南王安,Hoài Nam Vương An,Hoài Nam Vương An
自三,Tự Tam,Tự Tam
胡粤,Hồ Việt,Hồ Việt
中國,Trung Quốc,Trung Quốc
且越,Thả Việt,Thả Việt
安,An,An
閩越王,Mân Việt Vương,Mân Việt Vương
甲,Giáp,Giáp
越王,Việt Vương,Việt Vương
詩,Thi,Thi
徐,Từ,Từ
臣安,Thần An,Thần An
餘善,Dư Thiện,Dư Thiện
王郢,Vương Sính,Vương Sính
韓安國,Hàn An Quốc,Hàn An Quốc
荘助,Trang Trợ,Trang Trợ
󰞿齊,Anh Tề,Anh Tề
助,Trợ,Trợ
郢,Sính,Sính
丁未,Đinh Mùi,Đinh Mùi
漢元光,Hán Nguyên Quang,Hán Nguyên Quang
甲寅,Giáp Dần,Giáp Dần
漢元朔,Hán Nguyên Sóc,Hán Nguyên Sóc
丙辰,Bính Thìn,Bính Thìn
子󰞿齊,Tử Anh Tề,Tử Anh Tề
明王,Minh Vương,Minh Vương
以吕嘉,Dĩ Lữ Gia,Dĩ Lữ Gia
己未,Kỉ Mùi,Kỉ Mùi
漢元狩,Hán Nguyên Thú,Hán Nguyên Thú
東北,Đông Bắc,Đông Bắc
乙丑,Ất Sửu,Ất Sửu
漢元𣇄,Hán Nguyên Đỉnh,Hán Nguyên Đỉnh
戊辰,Mậu Thìn,Mậu Thìn
初王,Sơ Vương,Sơ Vương
世,Thế,Thế
邯郸樛,Hàm Đan Cù,Hàm Đan Cù
興,Hưng,Hưng
樛,Cù,Cù
次,Thứ,Thứ
子興,Tử Hưng,Tử Hưng
哀王,Ai Vương,Ai Vương
�太,Sơ Thái,Sơ Thái
覇陵,Bá Lăng,Bá Lăng
安國少季,An Quốc Thiếu Quý,An Quốc Thiếu Quý
安國,An Quốc,An Quốc
少季,Thiếu Quý,Thiếu Quý
太后,Thái Hậu,Thái Hậu
諫,Gián,Gián
終軍,Chung Quân,Chung Quân
魏臣,Nguỵ Thần,Nguỵ Thần
路博德,Lộ Bác Đức,Lộ Bác Đức
桂陽,Quế Dương,Quế Dương
時王,Thời Vương,Thời Vương
?,UNK,UNK
及,Vương,Vương
吕嘉,Lữ Gia,Lữ Gia
己巳,Kỉ Tị,Kỉ Tị
時宰,Thời Tể,Thời Tể
蒼梧秦王,Thương Ngô Tần Vương,Thương Ngô Tần Vương
王王,Vương Vương,Vương Vương
嘉,Gia,Gia
嘉嘉,Gia Gia,Gia Gia
荘參,Trang Sâm,Trang Sâm
以,Dĩ,Dĩ
參,Sâm,Sâm
故濟北,Cố Tế Bắc,Cố Tế Bắc
韓千秋,Hàn Thiên Thu,Hàn Thiên Thu
千秋,Thiên Thu,Thiên Thu
樛太,Cù Thái,Cù Thái
樛樂,Cù Lạc,Cù Lạc
術陽,Thuật Dương,Thuật Dương
建德,Kiến Đức,Kiến Đức
樛后,Cù Hậu,Cù Hậu
大,Đại,Đại
母,Mẫu,Mẫu
故,Cố,Cố
為,Vi,Vi
明王哀王吕嘉,Minh Vương Ai Vương Lữ Gia,Minh Vương Ai Vương Lữ Gia
術陽王,Thuật Dương Vương,Thuật Dương Vương
塞上,Tái Thượng,Tái Thượng
大庾,Đại Dũ,Đại Dũ
伏波,Phục Ba,Phục Ba
桂陽楼,Quế Dương Lâu,Quế Dương Lâu
杨僕,Dương Bộc,Dương Bộc
豫章戈,Dự Chương Qua,Dự Chương Qua
嚴名嚴,Nghiêm Danh Nghiêm,Nghiêm Danh Nghiêm
零陵下,Linh Lăng Hạ,Linh Lăng Hạ
名甲,Danh Giáp,Danh Giáp
蒼梧馳義,Thương Ngô Trì Nghĩa,Thương Ngô Trì Nghĩa
貴,Quý,Quý
夜郎,Dạ Lang,Dạ Lang
牂牁,Tường Kha,Tường Kha
庚午,Canh Ngọ,Canh Ngọ
冬漢楊僕,Đông Hán Dương Bộc,Đông Hán Dương Bộc
尋陿,Tầm Hiệp,Tầm Hiệp
石門嘉,Thạch Môn Gia,Thạch Môn Gia
石門,Thạch Môn,Thạch Môn
博德,Bác Đức,Bác Đức
楼,Lâu,Lâu
楊僕,Dương Bộc,Dương Bộc
僕,Bộc,Bộc
蘇弘,Tô Hoằng,Tô Hoằng
王越,Vương Việt,Vương Việt
都󰏲,Đô Kê,Đô Kê
孫都,Tôn Đô,Tôn Đô
時下,Thời Hạ,Thời Hạ
戈船,Qua Thuyền,Qua Thuyền
馳義,Trì Nghĩa,Trì Nghĩa
路博德楊僕,Lộ Bác Đức Dương Bộc,Lộ Bác Đức Dương Bộc
交趾九真日南,Giao Chỉ Cửu Chân Nhật Nam,Giao Chỉ Cửu Chân Nhật Nam
南海秦,Nam Hải Tần,Nam Hải Tần
明廣東,Minh Quảng Đông,Minh Quảng Đông
蒼梧唐,Thương Ngô Đường,Thương Ngô Đường
益州,Ích Châu,Ích Châu
鬱林秦桂林,Uất Lâm Tần Quế Lâm,Uất Lâm Tần Quế Lâm
漢武,Hán Vũ,Hán Vũ
合浦秦象,Hợp Phố Tần Tượng,Hợp Phố Tần Tượng
廉州,Liêm Châu,Liêm Châu
交趾九真日南秦象,Giao Chỉ Cửu Chân Nhật Nam Tần Tượng,Giao Chỉ Cửu Chân Nhật Nam Tần Tượng
珠崖,Châu Nhai,Châu Nhai
耳,Nhĩ,Nhĩ
伊霍,Y Hoắc,Y Hoắc
太甲昌邑,Thái Giáp Xương Ấp,Thái Giáp Xương Ấp
鄭,Trịnh,Trịnh
虎牢虢,Hổ Lao Quắc,Hổ Lao Quắc
下陽,Hạ Dương,Hạ Dương
帝越,Đế Việt,Đế Việt
我越,Ngã Việt,Ngã Việt
故徵女王,Cố Trưng Nữ Vương,Cố Trưng Nữ Vương
士王,Sĩ Vương,Sĩ Vương
丁黎李陳,Đinh Lê Lí Trần,Đinh Lê Lí Trần
大越史記外紀全書卷之三,Đại Việt Sử Ký Ngoại Kỷ Toàn Thư Quyển Chi Tam,Đại Việt Sử Ký Ngoại Kỷ Toàn Thư Quyển Chi Tam
屬西漢紀,Thuộc Tây Hán KỶ,Thuộc Tây Hán KỶ
辛未漢元封,Tân Mùi Hán Nguyên Phong,Tân Mùi Hán Nguyên Phong
漢漢,Hán Hán,Hán Hán
石戴,Thạch Đái,Thạch Đái
太守漢,Thái Thú Hán,Thái Thú Hán
珠崖耳,Châu Nhai Nhĩ,Châu Nhai Nhĩ
交州戴,Giao Châu Đái,Giao Châu Đái
西漢,Tây Hán,Tây Hán
龍淵,Long Uyên,Long Uyên
龍編東漢,Long Biên Đông Hán,Long Biên Đông Hán
麋冷,Mê Linh,Mê Linh
安朗及戴,Yên Lãng Cập Đái,Yên Lãng Cập Đái
漢昭帝,Hán Chiêu Đế,Hán Chiêu Đế
周章,Chu Chương,Chu Chương
至王莽,Chí Vương Mãng,Chí Vương Mãng
鄧讓,Đặng Nhượng,Đặng Nhượng
岑彭,Sầm Bành,Sầm Bành
讓,Nhượng,Nhượng
交趾太,Giao Chỉ Thái,Giao Chỉ Thái
錫光,Tích Quang,Tích Quang
杜穆,Đỗ Mục,Đỗ Mục
漢光武建武五,Hán Quang Vũ Kiến Vũ Ngũ,Hán Quang Vũ Kiến Vũ Ngũ
己丑,Kỷ Sửu,Kỷ Sửu
錫光漢中,Tích Quang Hán Trung,Tích Quang Hán Trung
交止,Giao Chỉ,Giao Chỉ
任延,Nhâm Diên,Nhâm Diên
九真太,Cửu Chân Thái,Cửu Chân Thái
延宛,Diên Uyển,Diên Uyển
延,Diên,Diên
任,Nhâm,Nhâm
己亥漢光武劉秀建武,Kỉ Hợi Hán Quang Vũ Lưu Tú Kiến Vũ,Kỉ Hợi Hán Quang Vũ Lưu Tú Kiến Vũ
蘇定,Tô Định,Tô Định
徵女王,Trưng Nữ Vương,Trưng Nữ Vương
辛未,Tân Mùi,Tân Mùi
己亥,Kỷ Hợi,Kỷ Hợi
徵女王紀,Trưng Nữ Vương KỶ,Trưng Nữ Vương KỶ
雒峯州麋冷,Lạc Phong Châu Mê Linh,Lạc Phong Châu Mê Linh
雒,Lạc,Lạc
詩索,Thi Sách,Thi Sách
麋冷麋,Mê Linh Mê,Mê Linh Mê
漢建武,Hán Kiến Vũ,Hán Kiến Vũ
定,Định,Định
貳,Nhị,Nhị
南海九真日南合浦,Nam Hải Cửu Chân Nhật Nam Hợp Phố,Nam Hải Cửu Chân Nhật Nam Hợp Phố
辛丑,Tân Sửu,Tân Sửu
長沙合浦,Trường Sa Hợp Phố,Trường Sa Hợp Phố
馬援,Mã Viện,Mã Viện
伏,Phục,Phục
扶樂,Phù Lạc,Phù Lạc
刘隆,Lưu Long,Lưu Long
浪泊,Lãng Bạc,Lãng Bạc
羅城西街,La Thành Tây Nhai,La Thành Tây Nhai
禁溪禁溪,Cấm Khê Cấm Khê,Cấm Khê Cấm Khê
金溪󰕛,Kim Khê Chúng,Kim Khê Chúng
徵側徵貳,Trưng Trắc Trưng Nhị,Trưng Trắc Trưng Nhị
九真日南合浦,Cửu Chân Nhật Nam Hợp Phố,Cửu Chân Nhật Nam Hợp Phố
嶺外,Lĩnh Ngoại,Lĩnh Ngoại
吁可,Hu Khả,Hu Khả
右徵女王,Hữu Trưng Nữ Vương,Hữu Trưng Nữ Vương
属東漢紀,Thuộc Đông Hán KỶ,Thuộc Đông Hán KỶ
漢建武春,Hán Kiến Vũ Xuân,Hán Kiến Vũ Xuân
都陽,Đô Dương,Đô Dương
至居封,Chí Cư Phong,Chí Cư Phong
欽,Khâm,Khâm
古洞,Cổ Lâu,Cổ Lâu
銅,Đồng,Đồng
唐馬,Đường Mã,Đường Mã
波之,Phục Ba,Phục Ba
右,Tả,Tả
以,Viện,Viện
于縣,Tây Vu,Tây Vu
請,Nhân,Nhân
溪望海二,Phong Khê Vọng Hải,Phong Khê Vọng Hải
帝,Hán,Hán
江,Giang,Giang
封溪,Phong Khê,Phong Khê
援,Viện,Viện
祠,Từ,Từ
喝江,Hát Giang,Hát Giang
甲辰漢建武,Giáp Thìn Hán Kiến Vũ,Giáp Thìn Hán Kiến Vũ
漢明帝章帝和帝殤,Hán Minh Đế Chương Đế Hoà Đế Thương,Hán Minh Đế Chương Đế Hoà Đế Thương
安帝,An Đế,An Đế
明帝,Minh Đế,Minh Đế
南陽,Nam Dương,Nam Dương
李善,Lí Thiện,Lí Thiện
日南,Nhật Nam,Nhật Nam
遷九真太,Thiên Cửu Chân Thái,Thiên Cửu Chân Thái
丙子漢順帝,Bính Tí Hán Thuận Đế,Bính Tí Hán Thuận Đế
永和,Vĩnh Hoà,Vĩnh Hoà
周僘,Chu Xưởng,Chu Xưởng
僘,Xưởng,Xưởng
刺,Thứ,Thứ
丁丑漢永和,Đinh Sửu Hán Vĩnh Hoà,Đinh Sửu Hán Vĩnh Hoà
日南象林蠻古越裳,Nhật Nam Tượng Lâm Man Cổ Việt Thường,Nhật Nam Tượng Lâm Man Cổ Việt Thường
區憐,Khu Liên,Khu Liên
交州刺,Giao Châu Thứ,Giao Châu Thứ
樊演,Phàn Diễn,Phàn Diễn
戊寅漢永和,Mậu Dần Hán Vĩnh Hoà,Mậu Dần Hán Vĩnh Hoà
侍,Thị,Thị
賈昌,Giả Xương,Giả Xương
荆楊,Kinh Dương,Kinh Dương
兖豫,Duyện Dự,Duyện Dự
李固,Lí Cố,Lí Cố
長沙桂陽,Trường Sa Quế Dương,Trường Sa Quế Dương
南州,Nam Châu,Nam Châu
九真日南,Cửu Chân Nhật Nam,Cửu Chân Nhật Nam
前中,Tiền Trung,Tiền Trung
尹就,Doãn Tựu,Doãn Tựu
虜,Lỗ,Lỗ
尹,Doãn,Doãn
後就,Hậu Tựu,Hậu Tựu
判,Phán,Phán
張喬喬,Trương Kiều Kiều,Trương Kiều Kiều
前并州刺,Tiền Tính Châu Thứ,Tiền Tính Châu Thứ
良,Lương,Lương
張喬,Trương Kiều,Trương Kiều
固議,Cố Nghị,Cố Nghị
喬,Kiều,Kiều
甲申漢建康,Giáp Thân Hán Kiến Khang,Giáp Thân Hán Kiến Khang
九真刺,Cửu Chân Thứ,Cửu Chân Thứ
夏方,Hạ Phương,Hạ Phương
桂陽太,Quế Dương Thái,Quế Dương Thái
劉藻,Lưu Tảo,Lưu Tảo
庚子漢桓帝志元嘉,Canh Tí Hán Hoàn Đế Chí Nguyên Gia,Canh Tí Hán Hoàn Đế Chí Nguyên Gia
時夏方,Thời Hạ Phương,Thời Hạ Phương
方,Phương,Phương
戊午漢灵帝宏光和,Mậu Ngọ Hán Linh Đế Hoành Quang Hoà,Mậu Ngọ Hán Linh Đế Hoành Quang Hoà
烏滸蠻,Ô Hử Man,Ô Hử Man
周喁,Chu Ngung,Chu Ngung
梁龍,Lương Long,Lương Long
辛酉漢光和,Tân Dậu Hán Quang Hoà,Tân Dậu Hán Quang Hoà
蘭陵,Lan Lăng,Lan Lăng
會󰏲上󰔄,Cối Kê Thượng Ngu,Cối Kê Thượng Ngu
朱儁,Chu Tuấn,Chu Tuấn
喁,Ngung,Ngung
甲子漢中平,Giáp Tí Hán Trung Bình,Giáp Tí Hán Trung Bình
聊城,Liêu Thành,Liêu Thành
賈琮,Giả Tông,Giả Tông
及琮,Cập Tông,Cập Tông
京,Kinh,Kinh
議郎使李進,Nghị Lang Sử Lí Tiến,Nghị Lang Sử Lí Tiến
李進,Lí Tiến,Lí Tiến
丙寅漢中平,Bính Dần Hán Trung Bình,Bính Dần Hán Trung Bình
觀,Quan,Quan
北京,Bắc Kinh,Bắc Kinh
唐明宗,Đường Minh Tông,Đường Minh Tông
漢自癸卯,Hán Tự Quý Mão,Hán Tự Quý Mão
丙寅,Bính Dần,Bính Dần
士王紀,Sĩ Vương KỶ,Sĩ Vương KỶ
士王在,Sĩ Vương Tại,Sĩ Vương Tại
壽,Thọ,Thọ
姓士,Tính Sĩ,Tính Sĩ
燮,Nhiếp,Nhiếp
彦威蒼梧廣信,Ngạn Uy Thương Ngô Quảng Tín,Ngạn Uy Thương Ngô Quảng Tín
魯,Lỗ,Lỗ
汶陽,Vấn Dương,Vấn Dương
王莽,Vương Mãng,Vương Mãng
父賜漢桓帝,Phụ Tứ Hán Hoàn Đế,Phụ Tứ Hán Hoàn Đế
日南太,Nhật Nam Thái,Nhật Nam Thái
穎川劉子奇,Dĩnh Xuyên Lưu Tử Kì,Dĩnh Xuyên Lưu Tử Kì
左,Tả,Tả
孝廉,Hiếu Liêm,Hiếu Liêm
尙,Thượng,Thượng
音,Âm,Âm
荗,Mậu,Mậu
陽,Dương,Dương
交州太,Giao Châu Thái,Giao Châu Thái
龍度亭侯,Long Độ Đình Hầu,Long Độ Đình Hầu
漊漊,Lâu Lâu,Lâu Lâu
龍編後陳,Long Biên Hậu Trần,Long Biên Hậu Trần
善感嘉應靈武大王,Thiện Cảm Gia Ứng Linh Vũ Đại Vương,Thiện Cảm Gia Ứng Linh Vũ Đại Vương
丁卯,Đinh Mão,Đinh Mão
漢中平,Hán Trung Bình,Hán Trung Bình
一鮪武,Nhất Vị Vũ,Nhất Vị Vũ
時刺,Thời Thứ,Thời Thứ
朱,Chu,Chu
夷,Di,Di
一,Nhất,Nhất
合浦太,Hợp Phố Thái,Hợp Phố Thái
鮪,Vị,Vị
南海太,Nam Hải Thái,Nam Hải Thái
庚辰,Canh Thìn,Canh Thìn
漢献帝,Hán Hiến Đế,Hán Hiến Đế
率,Suất,Suất
建安,Kiến An,Kiến An
中州,Trung Châu,Trung Châu
孝,Hiếu,Hiếu
所,Sở,Sở
李琴,Lí Cầm,Lí Cầm
卜龍,Bốc Long,Bốc Long
夏陽,Hạ Dương,Hạ Dương
六合,Lục Hợp,Lục Hợp
琴交州,Cầm Giao Châu,Cầm Giao Châu
後李琴,Hậu Lí Cầm,Hậu Lí Cầm
張重,Trương Trọng,Trương Trọng
金城,Kim Thành,Kim Thành
李琴李進,Lí Cầm Lí Tiến,Lí Cầm Lí Tiến
重日南,Trọng Nhật Nam,Trọng Nhật Nam
洛,Lạc,Lạc
晋明帝,Tấn Minh Đế,Tấn Minh Đế
重,Trọng,Trọng
雲,Vân,Vân
按宋文帝元嘉,Án Tống Văn Đế Nguyên Gia,Án Tống Văn Đế Nguyên Gia
林邑,Lâm Ấp,Lâm Ấp
唐開元,Đường Khai Nguyên,Đường Khai Nguyên
元嘉,Nguyên Gia,Nguyên Gia
王充論衡,Vương Sung Luận Hành,Vương Sung Luận Hành
日南李筌,Nhật Nam Lí Thuyên,Nhật Nam Lí Thuyên
孟,Mạnh,Mạnh
君,Quân,Quân
昔𩱛蔑,Tích Tông Miệt,Tích Tông Miệt
辭,Từ,Từ
顔閔,Nhan Mẫn,Nhan Mẫn
漢建安,Hán Kiến An,Hán Kiến An
漢袁徽,Hán Viên Huy,Hán Viên Huy
荀彧,Tuân Úc,Tuân Úc
交州士,Giao Châu Sĩ,Giao Châu Sĩ
竇融,Đậu Dung,Đậu Dung
河西,Hà Tây,Hà Tây
春秋左,Xuân Thu Tả,Xuân Thu Tả
又尙書,Hựu Thượng Thư,Hựu Thượng Thư
胡,Hồ,Hồ
蠻尉佗,Man Uý Đà,Man Uý Đà
及漢帝,Cập Hán Đế,Cập Hán Đế
張津,Trương Tân,Trương Tân
津,Tân,Tân
漢津建安,Hán Tân Kiến An,Hán Tân Kiến An
道,Đạo,Đạo
區景,Khu Cảnh,Khu Cảnh
荆州,Kinh Châu,Kinh Châu
劉表,Lưu Biểu,Lưu Biểu
零陵,Linh Lăng,Linh Lăng
賴恭,Lại Cung,Lại Cung
劉,Lưu,Lưu
綏南,Tuy Nam,Tuy Nam
張旻,Trương Mân,Trương Mân
安遠,An Viễn,An Viễn
後蒼梧太,Hậu Thương Ngô Thái,Hậu Thương Ngô Thái
吳巨,Ngô Cự,Ngô Cự
恭,Cung,Cung
庚寅,Canh Dần,Canh Dần
吳王孫權,Ngô Vương Tôn Quyền,Ngô Vương Tôn Quyền
步隲,Bộ Chất,Bộ Chất
𢌃魚,Ngẩm Ngư,Ngẩm Ngư
吳吳王,Ngô Ngô Vương,Ngô Ngô Vương
武昌太,Vũ Xương Thái,Vũ Xương Thái
雍闓可,Ung Khải Khả,Ung Khải Khả
吳王,Ngô Vương,Ngô Vương
衛,Vệ,Vệ
漢後主禪建興,Hán Hậu Chúa Thiền Kiến Hưng,Hán Hậu Chúa Thiền Kiến Hưng
吳孫權黄武,Ngô Tôn Quyền Hoàng Vũ,Ngô Tôn Quyền Hoàng Vũ
董奉,Đổng Phụng,Đổng Phụng
昌異侯官,Xương Dị Hầu Quan,Xương Dị Hầu Quan
列,Liệt,Liệt
候官,Hầu Quan,Hầu Quan
福州,Phúc Châu,Phúc Châu
子,Tử,Tử
晋,Tấn,Tấn
士王僊,Sĩ Vương Tiên,Sĩ Vương Tiên
城龍編,Thành Long Biên,Thành Long Biên
右士王,Hữu Sĩ Vương,Hữu Sĩ Vương
大越史記外紀全書卷之四,Đại Việt Sử Ký Ngoại Kỷ Toàn Thư Quyển Chi Tứ,Đại Việt Sử Ký Ngoại Kỷ Toàn Thư Quyển Chi Tứ
属吳晋宋齊梁紀,Thuộc Ngô Tấn Tống Tề Lương KỶ,Thuộc Ngô Tấn Tống Tề Lương KỶ
丁未漢建興,Đinh Mùi Hán Kiến Hưng,Đinh Mùi Hán Kiến Hưng
吳黄武,Ngô Hoàng Vũ,Ngô Hoàng Vũ
合浦,Hợp Phố,Hợp Phố
廣州吕岱,Quảng Châu Lữ Đại,Quảng Châu Lữ Đại
交州戴良,Giao Châu Đái Lương,Giao Châu Đái Lương
陳時,Trần Thì,Trần Thì
時,Thì,Thì
到合浦,Đáo Hợp Phố,Đáo Hợp Phố
徽,Huy,Huy
桓鄰,Hoàn Lân,Hoàn Lân
良徽,Lương Huy,Lương Huy
鄰,Lân,Lân
自,Tự,Tự
洩冶齊,Tiết Dã Tề,Tiết Dã Tề
孤喧陳齊,Cô Huyên Trần Tề,Cô Huyên Trần Tề
士徽,Sĩ Huy,Sĩ Huy
治發,Trị Phát,Trị Phát
而吕岱,Nhi Lữ Đại,Nhi Lữ Đại
廣州,Quảng Châu,Quảng Châu
士,Sĩ,Sĩ
中郎將匡,Trung Lang Tướng Khuông,Trung Lang Tướng Khuông
匡,Khuông,Khuông
祗,Chi,Chi
幹頌,Cán Tụng,Cán Tụng
岱,Đại,Đại
武昌,Vũ Xương,Vũ Xương
吕岱,Lữ Đại,Lữ Đại
孫盛,Tôn Thịnh,Tôn Thịnh
柔,Nhu,Nhu
一鮪匡,Nhất Vị Khuông,Nhất Vị Khuông
𢌃,Ngẩm,Ngẩm
鮪坐,Nhất Vị,Nhất Vị
先,Khuông,Khuông
甘醴,Cam Lễ,Cam Lễ
桓治,Hoàn Trị,Hoàn Trị
岱岱,Đại Đại,Đại Đại
辛亥漢建興,Tân Hợi Hán Kiến Hưng,Tân Hợi Hán Kiến Hưng
吳武陵五溪,Ngô Vũ Lăng Ngũ Khê,Ngô Vũ Lăng Ngũ Khê
土,Nam,Nam
史,Thứ,Thứ
岱還,Lữ Đại,Lữ Đại
薜綜,Tiết Tống,Tiết Tống
昔帝舜,Tích Đế Thuấn,Tích Đế Thuấn
蒼梧秦,Thương Ngô Tần,Thương Ngô Tần
桂林南海象郡,Quế Lâm Nam Hải Tượng Quận,Quế Lâm Nam Hải Tượng Quận
百越,Bách Việt,Bách Việt
孝武,Hiếu Vũ,Hiếu Vũ
交趾刺,Giao Chỉ Thứ,Giao Chỉ Thứ
及昔光,Cập Tích Quang,Cập Tích Quang
交趾任延,Giao Chỉ Nhâm Diên,Giao Chỉ Nhâm Diên
南海黄盖,Nam Hải Hoàng Cái,Nam Hải Hoàng Cái
詹萌,Đam Manh,Đam Manh
周京,Chu Kinh,Chu Kinh
功,Công,Công
潘歆,Phan Hâm,Phan Hâm
歆,Hâm,Hâm
萌,Manh,Manh
故交趾太,Cố Giao Chỉ Thái,Cố Giao Chỉ Thái
士燮,Sĩ Nhiếp,Sĩ Nhiếp
會刺,Hội Thứ,Hội Thứ
朱符,Chu Phù,Chu Phù
󰔄褒劉彦,Ngu Bao Lưu Ngạn,Ngu Bao Lưu Ngạn
符,Phù,Phù
後吕岱,Hậu Lữ Đại,Hậu Lữ Đại
今交州,Kim Giao Châu,Kim Giao Châu
高凉,Cao Lương,Cao Lương
南海蒼梧鬱林珠崖,Nam Hải Thương Ngô Uất Lâm Châu Nhai,Nam Hải Thương Ngô Uất Lâm Châu Nhai
若岱,Nhược Đại,Nhược Đại
岱鎮南,Đại Trấn Nam,Đại Trấn Nam
魏,Nguỵ,Nguỵ
陵厲,Lăng Lệ,Lăng Lệ
戊辰漢延熹,Mậu Thìn Hán Diên Hi,Mậu Thìn Hán Diên Hi
吳永安,Ngô Vĩnh An,Ngô Vĩnh An
衡陽,Hành Dương,Hành Dương
陵胤一,Lăng Dận Nhất,Lăng Dận Nhất
陵商,Lăng Thương,Lăng Thương
後九真,Hậu Cửu Chân,Hậu Cửu Chân
趙嫗嫗,Triệu Ẩu Ẩu,Triệu Ẩu Ẩu
癸未漢炎興,Quý Mùi Hán Viêm Hưng,Quý Mùi Hán Viêm Hưng
孫諝,Tôn Tư,Tôn Tư
諝,Tư,Tư
鄧詢,Đặng Tuân,Đặng Tuân
建業,Kiến Nghiệp,Kiến Nghiệp
吕興,Lữ Hưng,Lữ Hưng
詢,Tuân,Tuân
按綱,Án Cương,Án Cương
請,Thỉnh,Thỉnh
甲申魏,Giáp Thân Nguỵ,Giáp Thân Nguỵ
曹奂咸熙,Tào Hoán Hàm Hi,Tào Hoán Hàm Hi
孫皓元興,Tôn Hạo Nguyên Hưng,Tôn Hạo Nguyên Hưng
時吳,Thời Ngô,Thời Ngô
南中,Nam Trung,Nam Trung
霍弋,Hoắc Dặc,Hoắc Dặc
爨谷一,Thoán Cốc Nhất,Thoán Cốc Nhất
焚谷,Phần Cốc,Phần Cốc
董元王素,Đổng Nguyên Vương Tố,Đổng Nguyên Vương Tố
李統,Lí Thống,Lí Thống
谷,Cốc,Cốc
乙酉晋武帝司馬炎泰始,Ất Dậu Tấn Vũ Đế Tư Mã Viêm Thái Thuỷ,Ất Dậu Tấn Vũ Đế Tư Mã Viêm Thái Thuỷ
吳甘露,Ngô Cam Lộ,Ngô Cam Lộ
晉帝,Tấn Đế,Tấn Đế
巴西馬融,Ba Tây Mã Dung,Ba Tây Mã Dung
揵爲陽稷,Kiện Vi Dương Tắc,Kiện Vi Dương Tắc
融,Dung,Dung
戊子晉太始,Mậu Tí Tấn Thái Thuỷ,Mậu Tí Tấn Thái Thuỷ
