cn,vi
族姓尊贵尊贵万代长存名声继承盛大祖堂灵拜千年德泽流芳。,"Họ hàng tôn quý, chẳng phai mờ công danh muôn thuở;
Tổ miếu thiêng liêng, còn tỏa sáng phúc đức nghìn thu."
祥光满室瑞气满门。,"Điềm tốt khắp nhà;
Khí lành đầy cửa."
出入修行都是正路往来方便没有别的枝叶。,"Ra vào tu đạo đều ngay thẳng;
Qua lại của thiền, chẳng đổi tên."
春风吹来海上明月在江头。,"Gió xuân đến trên biển;
Trăng sáng chiếu đầu sông."
弹剑行歌五岳读书养气于三巴。,"Đàn kiếm rong ca ngũ nhạc;
Đọc sách nuôi khí tam ba."
水月光涵映着帘外的影子夜晚钟声警戒梦中人。,"Trăng nước gương lồng ảnh ngoài rèm cửa;
Chuông đêm thúc tỉnh người trong giấc mơ."
云过树头拖绿去客人从山外踏青来。,"Mây quá ngọn cây lối biếc chạy;
Khách từ ngoài núi dặn xanh về."
月明不要假借无尘镜山寿何必不老丹呢？,"Trăng sáng chẳng cần gương sạch bụi;
Núi thọ mong gì thuốc chẳng già."
园桥门外红叶句银烛台前白雪诗。,"Trước cồng cầu ngân câu lá đỏ.
Trên lầu thơ tuyết dưới đuốc hoa."
此地成了一家石头可以转动心怎么能转动从天甲福宁的地方相祭殿居。,"Đây đất thành nhà, đá dẫu chuyển lòng sao thể chuyển;
Từ trời ban phúc, đã yên cư giữ vững yên cư."
天开淑景人烧丰年。,"Trời mở cảnh thịnh;
Người vui bội thu."
临水观山水围抱青山山抱抱水流远望月亮窗户含明月光和月光映照窗户。,"Gặp nước nhìn non, nước bọc non xanh, non bọc nước;
Mở song ngắm trăng, song ôm trăng sáng, trăng ôm song."
列宿分出龙的影子方池写出凤的文字。,"Sao trời bày rồng cuốn;
Ao vuông vẽ phụng bay."
科举做官正在悬殊被提升为侍堂张孝忠只是抱着一生的念头。,"Khoa hoạn nêu cao còn đứng ngóng;
Hiếu trung để dạ một lòng mong."
显迹留在今古英灵遍及朔南。,"Xưa nay lưu hiển tích;
Nam bắc thầy anh linh."
色相辉煌三世佛慈悲之心救济十方百姓。,"Ba đời Phật, sắc tướng huy hoàng;
Mười phương dân, từ tâm tế độ."
他说：我本无心随着客人去看月亮如果有意送还给我听。,"Mây vốn vô tâm theo duyên phúc;
Trăng như có ý đuổi bình minh."
事情一定要诚心诚意这是君王赐给的道德能够相助我就尊敬他。,"Việc phải cậy thành lòng vua thưởng;
Đạo năng đưa chức đấng thần tôn."
祖父德宗功勋千载泽子孙承袭万年春。,"Công đức tổ tiên ngàn thuở phúc;
Cháu con nối đời vạn năm xuân."
宇宙没有风尘北南两国纲常而勇敢姐妹一家。,"Vũ trụ chẳng phong trần, Bắc Nam hai nước;
Cương thường nên dũng cảm, em chị một nhà."
门对青山千里秀丽家居旺地四季春。,"Cửa trước non xanh nghìn dặm đẹp;
Nhà trên đất thịnh bốn mùa xuân."
萱荣北地年少婺耀南千日正长。,"Cỏ huyên đất bắc năm chừng ngắn.
Sao vụ trời nam ngày vấn dài."
不动就不如相面不移动自身。,"Chẳng động tướng chân như;
Không dời thân tự tại."
将军再次登上荣光地方大府重临秀壤场。,"Tướng quân lại đến đất vinh hiển;
Đại phủ quay về nơi rạng tài."
游子春来思念竹里的故乡人来访桃邻。,"Xa nhà xuân đến nhớ làng trúc;
Quê cũ người qua hỏi xóm đào."
万象回转春天新雨露一天改变颜色焕发云霞。,"Vạn cảnh xuân về mưa móc mới;
Một trời đổi sắc đẹp mây xuân."
椿树敷荣受国典梓花吐祥瑞引文鸾。,"Cây xuân tươi tốt nhờ ơn nước.
Hoa tươi điềm báo bởi văn loan."
水能性淡是我的朋友；竹解心虚是我的老师。,"Nước luôn tính đạm làm bạn hữu;
Trúc giải tâm hư không xứng bậc thầy."
留菊好装金屋夜望梅先占玉堂春。,"Nhà vàng mặc đẹp đêm hương cúc.
Đài ngọc đầu xuân sớm ngắm mai."
母德含弘显应传千古圣神功勋降英灵福泽保护四方百姓。,"Đức mẫu rộng ân, hiển ứng tốt lành, thánh truyền thiên cổ;
Công thần uy trọng, anh linh tỏ rõ, dân hưởng tứ phương."
桃李春风花有韵味芝兰香气玉无瑕。,"Xuân về đào mận hoa đua nở;
Hương tỏa chi lan ngọc hết nhơ."
静听鱼儿读月亮笑对鸟儿谈天。,"Lặng nghe cá đọc nguyệt
Cười ngắm chim đàm thiên"
丹桂有根独擅于诗书门第黄金不种偏生勤俭的人家。,"Đan quế có gốc, chỉ lớn ở cửa đèn sách;
Hoàng kim không trồng, hay sinh trong nhà kiệm cần."
旧业还存在三次搬草的小窗独对半床书。,"Nghiệp cũ còn đây ba luống cỏ;
Bên song đứng trước nửa giường thơ."
望日气浩荡省身心坦然。,"Ngày rằm trời quang đãng;
Sửa mình lòng thản nhiên."
提升匾额与添筹济美游拥共同合同辉。,"Biển treo tuổi thọ càng thêm đẹp.
Thành đạt hoà duyên cảnh thật vui."
福佑百姓可拜三公爵祝寿圣人能呼万岁声。,"Phúc dân đáng bái tước tam công;
Thọ thánh nên hô vạn tuế thanh."
百年人物保存公论四海之内的虚名只是惭愧烦恼。,"Nổi tiếng trăm năm còn công luận;
Hư danh bốn biển chỉ nhọc lòng."
神灵的恩德普施福佑社神的仓库可以保存财源。,"Ơn thần phó phúc đức;
Kho trời chứa tài nguyên."
从绣幕歌鸾舞篪向儒林谱鹿鸣。,"Huân theo rèm đẹp ca loan múa.
Sáo hướng rừng Nho hoạ tiếng hươu."
碧海云生龙对舞丹山日出凤双飞。,"Biển biếc mây trùm Rồng múa cặp
Núi non trời ló Phượng bay đôi."
修养心性没有什么好的没有什么欲望最高的快乐没有比读书更好的了。,"Dưỡng tâm mặc thiện quả dục;
Chí lạc vô như đọc thư."
云移动山欲动水流荡荡石头犹豫不定。,"Mây trôi, núi như động;
Nước dợn, đá đập dờn."
美德难忘流泪血慈恩未报愁肠满肠。,"Đức hạnh khó quên lưu huyết lệ
Ân từ chưa báo khổ tâm sầu."
春来景色荣耀增添寿日到了新的物品更加丰盛。,"Xuân về cảnh đẹp, người thêm thọ;
Ngày sang năm mới, vật càng nhiều."
禅门开世界梵宇小乾坤。,"Cửa thiền mở thế giới,
Chùa Phật nhờ đất trời."
不敢随便做些什么事只因为多读几行书。,"Không dám làm xằng, ít hẹn việc;
Chỉ do ham đọc, mấy hàng thư."
雄伟的朝廷名将同生化旧有神自古至今。,"Danh tướng triều Hùng chung sống thác;
Có thần như Tần tự xưa nay."
上天增添岁月人人增添寿春满满乾坤福满堂。,"Trời tăng năm tháng người tăng thọ.
Xuân đầy trời đất phúc đầy nhà;"
千岭风流今胜景一川水墨古传香。,"Nghìn đỉnh phong lưu nay cảnh đẹp;
Một khe thủy mặc cố truyền hương."
洗砚春波临帖焚香夜雨和陶诗。,"Rửa mực sóng xuân vương thiếp Tấn;
Thắp hương mưa tối họa thơ Đào."
佛波众生不论富贵荣辱只要听法门转化不要谈论贵贱智慧愚蠢的人。,"Phật cứu chúng sinh, chớ bàn khách giàu nghèo vinh nhục;
Pháp môn chuyển hóa, đừng nói kẻ ngu trí sang hèn."
雍宫擅长词藻推举佳士绣阁贮美人。,"Cung đình mũ áo tôn giai sỹ.
Gác cao hoa lệ đợi giai nhân."
万古丹心誓日月千秋义气壮山河。,"Muôn thuở lòng son thể nhật nguyệt;
Ngàn năm nghĩa khí mạnh sơn hà."
青松增添寿命年年长寿丹桂飘香门户有香。,"Tùng xanh tăng thọ, năm thêm thọ.
Quế đỏ hương bay, khắp chốn hương."
羊欣有眼睛明亮交结益友苦苦没有心思闲暇读一些奇书。,"Mừng được sáng mắt chơi bạn tốt;
Buồn không rỗi việc đọc sách hay."
癸向西返回成功由地利壬中再造自天机。,"Quí dậu hoàn thành do lợi đất,
Nhâm thân tái tạo tự máy trời"
会主兴起功业百世举行横观庆施：财物聚集福分十方大作证明。,"Hội chủ hưng công, bách thế nêu cao niềm ngưỡng mộ;
Thi tài tập phúc, mười phương tạo tác để chứng minh."
宝剑锋刃从磨砺中发出梅花香从苦寒中吹来。,"Bảo kiếm nhờ mài nên mới sắc;
Hoa mai chịu rét toả mùi thơm."
游说功德光辉南天如今还在凛凛威风震动北地历古如今。,"Vời cao công đức, sáng rực trời Nam, đến nay còn mãi;
Lẫm liệt oai phong, vang lừng đất Bắc, từ cổ chí kim."
龙涎九天来彩凤重钟万岁献春秋。,"Sủng ái chín trời đưa phượng đẹp;
Chuông thiêng muôn thuở đóng hàng năm."
莲脉扁铭远怀祖德前池昔树长引清芬。,"Cảm đức tổ làm thơd sen viết quạt;
Hương thơm bay nhớ cây cũ ao xưa."
王的父亲王谋划联合帝位嫡孙王衍庆贺显赫于弧门。,"Vương phụ lo toan làm kẻ cả.
Đích tôn mừng thọ rạng cung dâu."
天空云影浑水碧石痕迹清澈。,"Trời xanh bóng mây âm;
Nước biếc ngấn đá trong."
俭朴勤俭得到聪明孝顺的人慈爱孝顺的风声响亮树立井疆。,"Kiệm cần ngăn nắp dành con cháu;
Từ hiếu tiếng vang tạo kỷ cương."
旅行盒可随身带便利怎么能用手提呢？,"Lữ hành mang theo người đều được;
Tiện dùng xách trên tay chẳng sao."
圣明的事迹化身三代留下青史英名济助四海镇守皇都。,"Dấu thánh hóa thân, tam thế truyền lưu thanh sử;
Tiếng thơm trợ giúp, tứ hải trấn định hoàng đô."
只知道荆庭常聚首哪知雁阵分离群。,"Chỉ nói sân gai thường tụ hội
Nào hay bầy nhạn lại ly đàn."
庭院中的鹊声中呈现了白壁红云深处遇到了蓝桥。,"Tiếng thước trong sân trình ngọc trắng
Mây hồng xứ vắng gặp cầu lam."
车书共道今天下科甲联题古学官。,"Xe sách chung đường trong thiên hạ;
Giáp khoa liền nối nếp học xưa."
功刚记载了他香火一方原来有君主的恩德他的功德超过江山这个地方没有不是人民的。,"Có công được thờ, hương khói mỗi phương đều có chủ;
Để đức mà thịnh, núi sông đất ấy vẫn là dân."
一家欢乐庆祝长寿六秩安康醉太平。,"Một nhà vui vẻ chúc trường thọ.
Sáu chục an khang say thái bình."
有了开启必须先培养世德能够昌盛以后振兴家声。,"Hữu khai tất tiên bồi thế đức;
Khắc xương quyết hậu chấn gia thanh."
对待别人宽厚三分之一就是福处世谦让一步就是高。,"Đãi người rộng ba phần là phúc;
Xử thế nhường một bước mới cao."
一年之后风波平定了宋贼千秋香火震动了南方。,"Sóng gió một năm, bình giặc Tống;
Hương hỏa ngàn thu, dậy nước Nam."
遗迹陈列名传自古以来留下来的人哪里想到现在呢？,"Tự cổ Trần Danh truyền di tích;
Ngày nay Yên Sở tổ lâu đài."
黑面将军刘陟投降尘世千年扫清贼寇雄威神力扶持社稷百姓长仰恩波。,"Hắc diện tướng quân, giáng xuống trần gian, ngàn năm quét sạch cường bạo;
Hùng uy thần linh, phù trì đất nước, nhân dân mong mãi ơn ban."
冬去春来千条杨柳迎风绿叶百姓安定国家泰泰万里山河映日红。,"Đông hết xuân về nghìn nhành dương liễu xanh nhờ gió;
Dân an nước thịnh vận dặm non sông đỏ ánh dương."
救救苦难扫除叶子杨柳枝头洒下甘露十方之地就会滋润化身就随着种类美好的叶子上升放出慈祥的光辉所有的品类就会被阴气侵袭。,"Tầm thanh cứu khổ, rưới cam lồ lên cành dương liễu, khiến mười phương được thấm ơn sâu;
Tuỳ loại hoá thân, phóng từ quang trên mặt phù cừ, để mọi nơi được cúng chiêm ngưỡng."
百代英灵扶社亿年香火保护同民。,"Linh hiển trăm đời phò xã tắc;
Khói hương ngàn thuở giúp dân lành."
白发红颜同带笑桑弧花钏佩玉佩玉佩生辉。,"Má hồng tóc bạc cười vui vẻ.
Cung dâu đàn trúc vẫn ganh đua."
胸怀千里志向脚踏万重山。,"Lòng mang chí ngàn dặm;
Chân đạp vạn trùng non."
礼仪节制人心敬重诗歌歌颂神灵的恩惠使功业成就。,"Thờ ca thần huệ tuế công thành;
Tế lễ xóm thôn người vẫn trọng;"
静坐应当考虑自己的过失闲谈时不要评论别人的错误。,"Ngồi vắng nên nghĩ lỗi mình;
Chuyện suông chớ bàn người trái."
衣染半染烟霞气诗卷长留天地间的问题。,"Áo manh vải luộm hơi mây khói;
Thơ quyển còn lưu chốn thế gian."
仰望祠前万里祥云呈现祥瑞与和舍共九天甘露洒满人家。,"Ngưỡng vọng đền ngoài, vạn dặm mây lành trình thánh thuy;
Cùng chung Hòà xá, chín trùng móc ngọt tưới nhân gia."
露兴歌刑罚永远隔绝抱痛泪空垂。,"Giới lộ (2) nổi lên hình cách biệt
Tích linh (3) thống thiết lệ rơi hoài."
断蛟勇冠群伦李朝千万年后才跃马恩泽留在他的城邑龙城十三寨都传说了。,"Chém giao, phô sức mạnh tuyệt luân, ngàn vạn năm sau triều Lý nhớ;
Ruỗi ngựa, để ân lưu mọi ấp, mười ba thôn trại Long thành truyền."
善恶分明天有眼睛吉凶报应佛的心是什么心呢？,"Thiện ác phân minh, trời có mắt;
Cát hung báo ứng, Phật đâu lòng."
真佛本来是灵光法驾随从前往都是乐界仙人曾阜庆嘉名肇赐给皇恩。,"Đức Phật vốn linh thiêng, đạo lý đến đâu đều cõi lạc;
Người tiên từng giúp phúc, sắc phong ban xuống đội ơn vua."
昆仑岛面积若几偏容许多人奇异奇异创造在当初宁可问有期与无期波中涌起孤峰高高留下英雄万古的宅第大越国的血迹买得到来所遇到的只有一死怨恨何必怨恨流离此日不用歌去哭去梦里惊呼同志战还我山河独立天。,"Đảo Côn Lôn diện tích bấy nhiêu, dung được biết bao người lạ lạ sao! Xây dựng từ xưa, nào hỏi gì có hẹn hay không, giữa lòng nổi ngọn non côi, cao cao cao, nhà cửa anh hùng lưu tại đó;
Nước Đại Việt máu xương mua lại, giá đáng một cái chết, oán oán mãi! Lưu ly ngày ấy, bước ra lại không ca mà khóc, trong mộng hoảng kêu đồng chí đánh đánh đánh, bầu trời độc lập trả về đây."
盖世英雄古今少有人功德地天长。,"Anh hùng cái thế xưa nay hiếm,
Công đức nhân gian trời đất dài."
楼很高只能让鸟飞过池子小能容纳月亮送来。,"Lầu cao còn thấy cánh chim qua
Ao nhỏ vẫn đưa trăng sáng lại"
跨鸾入梦篪鸣凤阁笔生花。,"Huân phủ màn loan, bi đến mộng.
Trì vươn gác phượng, bút sinh hoa."
印草书来应该有信香花帖到了更宜春。,"Mấy chữ thư đưa, chắc tin bạn;
Thiếp thơm gửi đến, đúng xuân rồi."
古寺出云山有意的人来敲石磬禅居临水边忘记了机会龙来听金经。,"Chùa cổ giữa núi mây, người có ý đến lay khánh đá
Thiền ở bên khe suối, rồng quên tâm tới nghe kinh vàng"
